associatedTaxa,collectedBy,country,firstPoliticalUnit,habitat,identifiedBy,latestScientificName,locality,maximumEventDate,minimumEventDate,municipality,originalMethod,otherCatalogNumbers,recordNumber,secondPoliticalUnit,secondaryCollectors,typeStatus,verbatimCollectors,verbatimCoordinates,verbatimDateIdentified,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality
N/A,E. P. Killip,Colombia,Santander,N/A,R. R. Ireland,Isopterygium tenerum,Between Puerto Wilches and Puerto Santos,N/A,1926-11-29,N/A,Typed,104009,14871,N/A,A. C. Smith,no type status,E. P. Killip & A. C. Smith,N/A,1988,110-115 m.,"November 29, 1926",Isopterygium stigmocarpum (C. M.) Par.,"Dept. Santander, between Puerto Wilches and Puerto Santos"
N/A,R. E. Schultes,Colombia,Meta,N/A,D. Griffin III,Isopterygium tenerum,[precise locality unknown],N/A,1950-12-00,Villavicencio,Typed,1055473,1110,N/A,N/A,no type status,RICHARD EVANS SCHULTES,N/A,N/A,500 m.,"Dec., 1950",Isopterygium tenerum (Sw.) Mitt.,alrededores de Villavicencio
N/A,D. C. Geijskes,Suriname,N/A,Rainforest On roots and rocks on bank of river,H. R. Zielman,Isopterygium tenerum,Juroka River Amima falls,N/A,1952-09-29,N/A,Typed,1073518,s.n.,N/A,N/A,no type status,D. C. Geijskes,N/A,N/A,N/A,29 - 9 - 1952,Isopterygium tenerum (Sw.) Mitt.,Juroka River Amima falls
N/A,Y. Mexia,Brazil,Minas Gerais,On rotting log Abundant,R. R. Ireland,Isopterygium tenerum,Agricultural College land Horticultural Hill Out over woods near base,N/A,1930-07-06,Vicosa,Typed,1039979,4842,N/A,N/A,no type status,Ynes Mexia,N/A,1988,670 m,July 6 1930,Isopterygium brachyneuron (C M) Mitt ex p p Bartram,Agricultural College land Horticultural Hill Out over woods near base
N/A,Y. Mexia,Brazil,Minas Gerais,Shady streambank. On rotten wood.,Bertram,Isopterygium tenerum,Vicosa Agricultural College lands. Corriga Ribero.,N/A,1930-07-21,N/A,Typed,873365,4888,N/A,N/A,no type status,Ynes Mexia,N/A,N/A,675 m.,"July 21, 1930",Isopterygium laxum (Hpe.) Broth.,Vicosa Agricultural College lands. Corriga Ribero.
N/A,Y. Mexia,Brazil,Minas Gerais,Dense forest On rotten log In fruit,R. R. Ireland,Isopterygium tenerum,Road to São Miguel About 4.8 kilometers,N/A,1930-12-06,Viçosa,Typed,870841,5386,N/A,N/A,no type status,Ynes Mexia,N/A,1988,710 m.,"Dec. 6, 1930",Isopterygium brachypus (C. Mull.) Mitt.,Road to São Miguel About km 4.8
N/A,Y. Mexia,Brazil,Minas Gerais,On rotting logs in woods Abundant,N. L. Dartram,Isopterygium tenerum,Vicosa Agricultural College lands Base of Horticultural Hill,N/A,1930-12-23,N/A,Typed,870823,5441,N/A,N/A,no type status,Ynes Mexia,N/A,N/A,670 m.,"Dec. 23, 1930",Isopterygium laxum (Hpe.) Broth.,Vicosa Agricultural College lands Base of Horticultural Hill
Coccoloba sp.,H. S. Irwin,Brazil,Bahia,On the bark and exposed roots of Coccoloba sp. and on adjacent soil at river bank Cut-over gallery forest and adjacent cerrado,R. R. Ireland,Isopterygium tenerum,Valley of the Rio das Ondas approximately 10 kilometers west of Barreiras,N/A,1971-03-02,N/A,Typed,1059328,31332,N/A,R. M. Harley | G. L. Smith,no type status,H S Irwin R M Harley G L Smith,N/A,1988,ca. 500m,2 March 1971,Isopterygium tenerum (Sw.) Mitt.,Valley of the Rio das Ondas ca. 10km W. of Barreiras
N/A,Y. Mexia,Brazil,Minas Gerais,Shady streambank on rotten log. Abundant,E. Bartram,Isopterygium tenerum,Vicosa Agricultural College lands. Corrego Ribeiro,N/A,1929-07-21,N/A,Typed,870845,4884,N/A,N/A,no type status,Ynes Mexia,N/A,N/A,675 m,"July 21, 1929",Isopterygium tenerum (Sw.) Mitt.,Vicosa Agricultural College lands. Corrego Ribeiro
N/A,Y. Mexia,Brazil,Minas Gerais,Wood on slope On rotten log,E. Bartram,Isopterygium tenerum,Fazenda de Cresiuma,N/A,1930-05-14,Viçosa,Typed,870839,4698,N/A,N/A,no type status,Ynes Mexia,N/A,N/A,700 m.,"May 14, 1930",Isopterygium curvicollum (C. M.) Mitt. ex p.,Fazenda de Cresiuma
N/A,Y. Mexia,Brazil,Minas Gerais,Shady streambank on rotten log,N/A,Isopterygium tenerum,Viçosa Agricultural College lands Corriga Riberro,N/A,1930-07-21,N/A,Typed,1039977,4884,N/A,N/A,no type status,Ynes Mexia,N/A,N/A,675 m.,"July 21, 1930",Isopterygium curvicollum (C. M.) Mitt.,Viçosa Agricultural College lands Corriga Riberro
N/A,Y. Mexia,Brazil,Minas Gerais,Cut over woods on slope On rotting tree trunk,E. B. Bartram | R. R. Ireland,Isopterygium tenerum,Road to São Miguel Near stream Turca,N/A,1930-03-31,Viçosa,Typed,1039978,4545,N/A,N/A,no type status,Ynes Mexia,N/A,1988,710 m.,"March 31, 1930",Isopterygium curvifolium (C. M.) Mitt.,"Road to São Miguel Near stream ""Turca"" Cut over woods on slope On rotting tree trunk"
N/A,V. Schiffner,Brazil,Sao Paulo,in palude,V. F. Brotherus | R. R. Ireland,Isopterygium tenerum,near the city Cerqueira Cesar in marsh,N/A,00-07-00,N/A,Mix of Handwritten and Typed,1012176,2898,N/A,N/A,no type status,V. Schiffner,N/A,1988,c. 600 m s. m.,m. Jul. fr.,Isopterygium aurantiacum (C. M.) Broth.,prope urbem Cerqueira-Cesar in palude c. 600 m s. m.
N/A,Y. Mexia,Brazil,Minas Gerais,Cut over woods near base On rotting log Abundant,E. Bartram,Isopterygium tenerum,Vicosa Agricultural College lands,N/A,1930-07-06,N/A,Typed,870887,4841,N/A,N/A,no type status,Ynes Mexia,N/A,N/A,670 m,"July 6, 1930",Isopterygium brachyneuron (C. Muell.) Mitt. ex. Paris,Vicosa Agricultural College lands
N/A,R. S. Williams,Bolivia,N/A,on rock,R. R. Ireland,Isopterygium tenerum,San Buena Ventura,N/A,1901-11-29,N/A,Mix of Handwritten and Typed,1039993,2095,N/A,N/A,no type status,R. S. Williams,N/A,1988,190 meters,"Nov. 29, 1901",Isopterygium tenerum (Sw.) Mitt.,"San Buena Ventura, 190 meters, on rock"
N/A,R. S. Williams,Bolivia,N/A,N/A,R. S. Williams,Isopterygium tenerum,Tumucasa,1902-00-00,1901-00-00,N/A,Mix of Handwritten and Typed,1017412,2038,N/A,N/A,no type status,Collected by R. S. Williams 1901-1902,N/A,23 Jan 1902,N/A,1901-1902,Isopterygium tenerum (Sw.) Mitt. Tumucasa,Tumucasa
N/A,I. Hagen,Norway,Nordland,N/A,unsure and check,Pycnolium rugosum,Gpbl. Vælfjeld,N/A,1907-07-27,N/A,Mix of Handwritten and Typed,C0201099F,s.n.,Vefsn,N/A,no type status,Hagen,N/A,Dec 1951,altit. mtr. 700,27/7 1907,Pycnolium rugosum (R) var. elimbat (Welw.),Gpbl. Vælfjeld
N/A,N/A,England,N/A,N/A,N/A,Pogonatum urnigerum,[precise locality unknown],N/A,0000-00-00,N/A,Mix of Handwritten and Typed,C2010972F,s.n.,N/A,N/A,no type status,N/A,N/A,N/A,N/A,s.d.,Pogonatum urnigerum Brid,England
N/A,N/A,France,N/A,N/A,N/A,Pogonatum urnigerum,Gorge de Jeret,N/A,1878-00-00,N/A,Mix of Handwritten and Typed,N/A,s.n.,N/A,N/A,no type status,N/A,N/A,N/A,1500,1878,Pogonatum urnigerum,Gorge de Jeret
N/A,N/A,England,Sussex,N/A,N/A,Pogonatum urnigerum,[precise locality unknown],N/A,0000-00-00,N/A,Typed,1096014,s.n.,N/A,N/A,no type status,N/A,N/A,N/A,N/A,N/A,Pogonatum urnigerum,Sussex England
N/A,W. W. Calkins,United States,Illinois,N/A,N/A,Pogonatum urnigerum,[precise locality unknown],N/A,0000-00-00,Chicago,Mix of Handwritten and Typed,1182972,s.n.,Cook,N/A,no type status,W. W. Calkins,N/A,N/A,N/A,N/A,Pogonatum urnigerum,N/A
N/A,E. Jeanpert,France,N/A,"rock de lierre, moissons",N/A,Pogonatum urnigerum,Villers le Sec,N/A,1894-10-23,N/A,Handwritten,1058477,s.n.,N/A,N/A,no type status,Jeanpert,N/A,N/A,N/A,23/10/94,Pogonatum urnigerum,Villers le Sec
N/A,C. Müller,Germany,Baden-Württemberg,auf Erde in Felstriemen,E. Bauer,Pogonatum urnigerum,[precise locality unknown],N/A,1905-09-00,N/A,Mix of Handwritten and Typed,1194391,476,N/A,N/A,no type status,C. Müller Frib.,N/A,Nov. 10. 1909,etwa 1250 m s. m.,Sept. 1905,Pogonatum urnigerum (L.) Pal. Beauv. e. fr.,auf Erde in Felstriemen zwischen Rinken und Seebrick am Feldberg
N/A,Z. Pilous,Czech Republic,Bohemia,In declivis graminosis silvaticis,N/A,Pogonatum urnigerum,Montes Krkonoše near the village Hořejí Vrchlabí,N/A,1946-05-00,N/A,Typed,1270015,s.n.,Krkonoše,N/A,no type status,Zd. Pilous,N/A,N/A,ca 580 m,V. 1946,Pogonatum urnigerum P. B.,Montes Krkonoše In declivis graminosis silvaticis prope pagum Hořejí Vrchlabí ca 580 m
N/A,J. Thompson,Scotland,N/A,N/A,N/A,Pogonatum urnigerum,[precise locality unknown],N/A,1843-00-00,N/A,Mix of Handwritten and Typed,1230979,s.n.,N/A,N/A,no type status,Collected in 1843 by James Thompson,N/A,N/A,N/A,1843,Pogonatum urnigerum,N/A
N/A,Philippe,Costa Rica,N/A,N/A,N/A,Hypnum vernigerum,Costa de Ricas,N/A,0000-00-00,N/A,Handwritten,1058446,s.n.,N/A,N/A,no type status,Philippe,N/A,N/A,N/A,N/A,Hypnum vernigerum,Costa de Ricas
N/A,N/A,Germany,N/A,N/A,N/A,Pogonatum urnigerum,[precise locality unknown],N/A,0000-00-00,N/A,Handwritten,1159295,s.n.,N/A,N/A,no type status,N/A,N/A,N/A,N/A,N/A,Pogonatum urnigerum Bruch,Germany
N/A,C. Jensen,Denmark,Sjælland,in a gravel pit,C. Jensen,Pogonatum urnigerum,Magistratskoven by Hvalsø in a gravel pit,N/A,1901-10-25,N/A,Typed,C200004345,s.n.,N/A,N/A,no type status,C Jensen,N/A,N/A,N/A,25/10 1901,Pogonatum urnigerum (Hedw.) P. B.,Magistratskoven by Hvalsø in a gravel-pit
N/A,N/A,France,N/A,N/A,N/A,Syntrichia norvegica,Vittel,N/A,1913-10-15,N/A,Mix of Handwritten and Typed,1058475,s.n.,N/A,N/A,no type status,N/A,N/A,N/A,N/A,15 Octobre 1913,Syntrichia norvegica,Environs de la Ville de Vittel
N/A,N/A,France,N/A,N/A,N/A,Andreaeum crassinervum,[precise locality unknown],N/A,0000-00-00,N/A,Handwritten,1058481,1976,N/A,N/A,no type status,Rostan,N/A,N/A,N/A,N/A,Andreaeum crassinervum Duby,Briancon
N/A,G. E. Hunt,Scotland,N/A,N/A,unsure and check,Sphagnum subsecundum,Bield,N/A,0000-00-00,N/A,Mix of Handwritten and Typed,1182976,s.n.,N/A,N/A,no type status,ex herb. George E. Hunt,N/A,unsure and check,N/A,s.d.,Sphagnum subsecundum,Bield
Polytrichum urnigerum,M. Conrad,Switzerland,Valais,N/A,M. Conrad,Pogonatum urnigerum,Sur talus éboulis,N/A,1976-07-18,La Forclaz,Mix of Handwritten and Typed,1050871,76.1.8693,Val d'Hérens,N/A,no type status,M. Conrad,N/A,N/A,ca. 1750 m,Le 18.07.1976,"Pogonatum urnigerum J. Beauv., Schimp.",Sur talus éboulis alt. ca. 1750 m
N/A,M. Onraedt,Switzerland,Valais,talus forestier,J. Lewin,Pogonatum urnigerum,Cote du Palais Val d'Herens entre St. Martin et Mase,N/A,1976-07-29,N/A,Mix of Handwritten and Typed,1050867,70.5.1880,N/A,N/A,no type status,M. Onraedt,N/A,N/A,1600m,Le 29.07.1976,Pogonatum urnigerum P. Beauv. (Schimp.),Cote du Palais Val d'Herens entre St. Martin et Mase
N/A,N/A,United Kingdom,England,N/A,N/A,Pogonatum urnigerum,[precise locality unknown],N/A,1840-02-00,N/A,Mix of Handwritten and Typed,C2010618F,s.n.,Westmorland,N/A,no type status,Barnes legit,N/A,N/A,N/A,Feb. 1840,Pogonatum urnigerum Brid.,Westmorland
N/A,Jack,Germany,Baden-Württemberg,N/A,N/A,Pogonatum urnigerum,An Waldgraben near Salem,N/A,1850-08-25,Salem,Typed,1058838,986A b,N/A,N/A,no type status,Jack,N/A,N/A,N/A,25 August 1850,Pogonatum urnigerum (L.) Pal. Beauv.,b. An Waldgraben bei Salem
N/A,D. Hepp,Germany,Baden-Württemberg,An einem Waldrande auf dem rothen Sandsteinbruche,unsure and check,Pogonatum urnigerum,[precise locality unknown],N/A,1862-10-17,Degerfelden,Typed,1054981,986,N/A,N/A,no type status,Dr. Hepp,N/A,N/A,N/A,17. October 1862,Pogonatum urnigerum (L.) Pal. Beauv.,An einem Waldrande auf dem rothen Sandsteinbruche oberhalb Degerfelden
N/A,N/A,Switzerland,N/A,N/A,N/A,Pogonatum urnigerum,In Hohlwegen bei Schaffhausen,N/A,1862-09-00,N/A,Typed,1055060,9863 d,N/A,N/A,no type status,"Jack, Leiner u. Stizenberger",N/A,N/A,N/A,September 1862,Pogonatum urnigerum (L.) Pal. Beauv.,In Hohlwegen bei Schaffhausen
N/A,C. Jensen,Denmark,Zealand,sandy soil,C. Jensen,Pogonatum urnigerum,Magistratskovene south of Hvalsø,N/A,1904-11-21,N/A,Typed,N/A,104,N/A,N/A,no type status,and determ. C. Jensen,N/A,N/A,N/A,"November 21, 1904",Pogonatum urnigerum (Hedw.) P. B. c. fr.,sandy soil in Magistratskovene south of Hvalsø
Blasia pusilla | Pellia epiphylla | Aulacomnion androgynum | Dicranella heteromalla,P. Allorge,Spain,Navarra,Calcifuge mesophytic scapiule Frequent sur les talus siliceux frais récemment dénudés,N/A,Pogonatum urnigerum,Puerto de Ibañeta,N/A,1927-08-22,N/A,Typed,1200429,49,N/A,N/A,no type status,P. Allorge,N/A,N/A,ca. 1050 m,22 VIII 1927,"Pogonatum urnigerum (Linde) Spr. Plant. II p. 1109 N. 3 1733, sub Polytricho Palisot de Beauvois Prodr. p. 81 1805 C.",Puerto de Ibañeta
N/A,Z. Pilous,Slovakia,Nízke Tatry,N/A,N/A,Pogonatum urnigerum var. humile,In terra montis Ďumbier,N/A,1949-07-00,N/A,Typed,1350887,s.n.,N/A,N/A,no type status,Zdeněk Pilous,N/A,N/A,ca 1840 m,VII.1949,1025. Pogonatum urnigerum Pal. var. humile Brid.,In terra montis Ďumbier ca 1840 m
N. chilensis | Prumnopitys exigua | Podocarpus | Myrcianthes,S. Churchill,Bolivia,Chuquisaca,Bosque montano de yungas Musgo sobre rama de árbol,S. Churchill,Neckera scabridens,Monte Grande approximately 32 kilometers from Villa Serrano,N/A,2004-05-12,N/A,Typed,1183467,22853,Belisario Boeto,H. Huaylla | R. Lozano | M. Serrano,no type status,S. Churchill et al. 22853,"18°43'43""S 64°29'07""W",Jun 2004,2740 m,12 May 2004,Neckera scabridens C. Müller,Monte Grande ca. 32 km de Villa Serrano
N/A,C. E. Córdula,Brazil,Pernambuco,Arbusto denso solo derivado de embasamento cristalino,G. P. Lewis,Vigna peduncularis,Serra das Umburanas,N/A,2007-06-23,Mirandiba,Mix of Handwritten and Typed,K000931304,49243,N/A,Y. Melo | K. Pinheiro,no type status,C. E. Córdula | Y. Melo | K. Pinheiro,Lat. 8°12' S Long. 38°32' W,12.2012,457 m,23/VI/2007,Vigna peduncularis (Kunth) Fawc. & Rendle,Serra das Umburanas (afloramento rochoso)
N/A,I. Kukkonen,Australia,Queensland,Patch of rain forest Fern climbing on tree stems,J. Sarvela,Arthropteris tenella,Lamin's Hill East of Malanda,N/A,1981-09-13,N/A,Mix of Handwritten and Typed,EIG.6763,11003,Atherton Tableland,N/A,no type status,Ilkka Kukkonen 11003,N/A,1982,N/A,13. Sept. 1981,Arthropteris tenella (Forst. f.) J. Sm.,Lamin's Hill E. of Malanda
N/A,G. Pabst,Brazil,Guanabara,Arbusto e pequenas árvores de flores brancas,A. P. Duarte,Avicennia tomentosa,Mangue próximo ao Jóquei Club da Ilha do Governador,N/A,1960-09-07,N/A,Typed,K001046329,5121,N/A,N/A,no type status,G. Pabst 5121,N/A,23.9.60,N/A,7.9.60,Avicennia tomentosa,Mangue próximo ao Jóquei Club da Ilha do Governador
N/A,W. Hoehne,Brazil,São Paulo,N/A,M. Kuhlmann,Cestrum corymbosum,Cantareiras,N/A,1933-08-13,N/A,Typed,K000964719,10228,N/A,N/A,no type status,W. Hoehne,N/A,N/A,Alt.: . . . m,13/8/33,Cestrum corymbosum Schlecht.,Cantareiras. São Paulo
N/A,H. Eggert,United States,Illinois,N/A,unsure and check,Cystopteris bulbifera,Randolph,N/A,1879-05-17,N/A,Handwritten,1126455,s.n.,N/A,N/A,no type status,H. Eggert,N/A,N/A,N/A,17. Mai 79,Cystopteris bulbifera (L.) Bernh.,Randolph
Juniperus procera,I. Kukkonen,Ethiopia,Bale,In alpine belt dominated by Festuca schaefferi Euryops prostrata Anthemis tigresis Steep forested slope of a river canyon Pastured slope,J. Sarvela,Dryopteris inaequalis,Saneti plateau and Mount Batu,N/A,1982-11-08,N/A,Mix of Handwritten and Typed,H 1489739,12608,N/A,N/A,no type status,Ilkka Kukkonen 12608,0655'N 3940'E,1987,c. 3400 m,8.XI.1982,Dryopteris inaequalis (Schltdl.) O. Kuntze,Saneti plateau and Mount Batu 0655'N 3940'E c. 4000-4200 m
Mimulus x robertsii,M. Vallejo-Marin,Scotland,South Lanarkshire,Occurring on the banks of a stream on a substrate of sand and shingle,N/A,Mimulus peregrinus,Shortcleuch Water Leadhills,N/A,2012-03-23,N/A,Mix of Handwritten and Typed,E00570050,11-LED-seed-2.14,N/A,N/A,Holotype,Vallejo-Marin M. 11-LED-seed-2.14,N 55 25.437 W 3 43.749,N/A,360 m,23 March 2012,Mimulus peregrinus sp. nov.,British Isles vc 77 Shortcleuch Water Leadhills
N/A,B. T. Lownes,United Kingdom,Surrey,N/A,Bentham,Monotropa hypopitys,N/A,N/A,1902-08-09,N/A,Mix of Handwritten and Typed,648,45,N/A,N/A,no type status,B. T. Lownes,N/A,N/A,N/A,Aug. 9th 1902,Monotropa Hypopitys,N/A
Cistus | Pinus,B. Van de Vijver,Italy,Apulia,macchia-shrub with Cistus and Pinus,unsure and check,Ophrys oestrifera,Behind the Chapel of Madonna di Loreto,N/A,2007-04-25,N/A,Mix of Handwritten and Typed,691 837,s.n.,N/A,N/A,no type status,Bart Van de Vijver,N/A,N/A,N/A,25/04/2007,Ophrys oestrifera subsp. garganensis Van de Vijver & W. Van Looken,Promontorio del Gargano Madonna di Loreto Behind the Chapel of Madonna di Loreto
N/A,G. Hatschbach,Brazil,Parana,Erva 1m terreno arenoso margens de rio,I. M. Pedersen,Pfaffia glabrataides,Rio Iguacu near the mouth of Perdido,N/A,1968-11-09,N/A,Typed,K001207911,20590,Curitiba,N/A,no type status,G. Hatschbach 20590,N/A,971,N/A,09/11/1968,Pfaffia glabrataides Ssgth.,Rio Iguacu prox a barra do Perdido
N/A,J. J. de Wilde,Gabon,N/A,Vine 7 meters long in tree in roadside,N/A,Rhynchosia gabonensis,About 10 kilometers on the road from Tchimbélé to Assok,N/A,1991-01-22,N/A,Typed,K000263710,10130,N/A,Sosef | K. van Nek,Isotype,J.J. de Wilde Sosef K. van Nek,0 04 N. 10 23 E.,N/A,± 580 m.,22-1-1991,Rhynchosia gabonensis Jongkind,About 10 km. on the road from Tchimbélé to Assok
N/A,W. Suksdorf,United States,Washington,N/A,T. Särkinen | M. Nee,Solanum triflorum,High sandy river-bank,N/A,1926-08-03,Bingen,Typed,BM000994757,12045,Klickitat,N/A,no type status,WILHELM SUKSDORF,N/A,2014 | 2005,N/A,3. Aug. 1926,Solanum triflorum Nutt.,High sandy river-bank at Bingen
N/A,J. F. Macbride,Peru,N/A,Montaña slope,F. A. Michelangeli,Tococa undabunda,Hacienda Schunke,1923-09-01,1923-08-27,La Merced,Mix of Handwritten and Typed,K000536956,5234,N/A,N/A,Isotype,COLL. J. FRANCIS MACBRIDE,N/A,20.08,About 4000 feet,"AUG. 27-SEPT. 1, 1923",Isotype of Tococa undabunda J. F. Macbr.,La Merced Hacienda Schunke
C. heterophylla | C. scabrida | C. lanceolata | C. crotonoides,X. Cornejo,Ecuador,Manabí,"Bosque seco tropical deciduo, fuertemente intervenido",unsure and check,Capparis sclerophylla,Alrededores de Universidad Católica,N/A,1997-10-27,Bahía de Caráquez,Typed,B 10 0375227,5822,N/A,C. Bonifaz,Isotipo,"X. Cornejo, C. Bonifaz",LATITUD -00.45 LONGITUD -80.32,19 Jul 2010,30 m,"Oct. 27, 1997",Capparis sclerophylla Iltis nov. sp.,"Alrededores de Universidad Católica. Bosque seco tropical deciduo, fuertemente intervenido"
N/A,M. Delavay,China,Yunnan,N/A,unsure and check,Gentiana albescens,[precise locality unknown],N/A,1887-04-02,N/A,Mix of Handwritten and Typed,B 10 0185601,s.n.,N/A,N/A,no type status,M. l'abbé Delavay,N/A,N/A,N/A,2 avril 1887,Gentiana albescens Franch.,in collibus prope Mo-so-yn
N/A,W. Meier,Venezuela,Distrito Federal,arbol caido secado Fila Jabilllar en selva,P. J. M. Maas,Klarobelia subglobosa,Cordillera de la Costa en cuenca Guatire-Caucagua ruta Fila Juan Torres-Rio Brazo Grande-Fila Maestra-Rio Caruao-poblacion San Jorge de Caruao,1993-04-17,1993-04-16,N/A,Mix of Handwritten and Typed,B 10 0030508,3685,Estado Miranda,S. Llamozas,Isotypus,Winfried Meier y Silvia Llamozas,lat. 10°34' N long. 66°23' O,1994,500 m,16-17 de abril 1993,Klarobelia subglobosa Chatrou,Cordillera de la Costa en: cuenca Guatire-Caucagua ruta: Fila Juan Torres-Rio Brazo Grande-Fila Maestra-Rio Caruao-poblacion San Jorge de Caruao
N/A,M. Kessler,Malaysia,Sarawak,Secondary vegetation along road,M. Kessler,Mallotus paniculatus,Base of Gunung Pueh,N/A,1988-12-21,N/A,Typed,B 10 0069251,283,N/A,N/A,no type status,Kessler 283,N/A,18. MRZ 1994,up to 200 m,21.12.1988,Mallotus paniculatus,Sarawak 1st Division Base of Gunung Pueh
N/A,M. Jacobs,Malaysia,Sarawak,In very moist sandstone gorge on rocks. Inflorescence sheath violet tip olive-greenish. Male and female flowers sordidly pale yellow. Frequent on the spot. Pollinated by small blue-glossy beetles,N/A,Piptospatha grabowskii,North slopes of Mount Penrissen South of Kuching,N/A,1958-08-01,N/A,Typed,B 10 0027824,5005,N/A,N/A,no type status,M. Jacobs,approx. 1°5' N. 110°15' E.,N/A,c. 700-900 m,Aug. 1,Piptospatha grabowskii (Engl.) Engl. (Syn. P. havilandii (Engl.) Engl.),N. slopes of Mount Penrissen (S. of Kuching)
N/A,P. J. M. Maas,Brazil,Espírito Santo,"High forest, on brown sand; vegetation with many Palmae and terrestrial and epiphytic Bromeliaceae",P. J. M. Maas,Pseudoxandra spiritus-sancti,Estação Biológica de Santa Lúcia,N/A,1999-02-16,N/A,Typed,B 10 0030420,8833,Santa Teresa,H. Maas | L. Kollmann,Isotype,"P. J. M. & H. Maas, L. Kollmann",19°58'S 40°32'W,"Utrecht, 2001",800 m,16 Feb 1999,Pseudoxandra spiritus-sancti Maas,"Est. Espírito Santo, Municipio de Santa Teresa, Estação Biológica de Santa Lúcia"
N/A,R. Berazaín,Cuba,Guantánamo,N/A,H. Manitz,Hieracium pallidum,"Abra de Mariana, loma al oeste del barranco",N/A,1979-11-09,N/A,Mix of Handwritten and Typed,HFC 39098,1671,San Antonio del Sur,J. Bisse | M. A. Díaz | H. Dietrich | L. González Gijépel | J. Gutiérrez | K. Kohler | L. Lepper | U. Rändel | H. Schaarschmidt,Isotype,"R. Berazaín, J. Bisse, M. A. Díaz, H. Dietrich, L. González Gijépel, J. Gutiérrez, K. Kohler, L. Lepper, U. Rändel, H. Schaarschmidt",Coordenadas de la cuadrícula (Cuba 1:250000): 1671 [5/7]0,2007,1671 [5/7]0 m,09-11-1979,Hieracium pallidum K. Dietr.,"Abra de Mariana, loma al oeste del barranco"
