associatedTaxa,collectedBy,country,firstPoliticalUnit,habitat,identifiedBy,latestScientificName,locality,maximumEventDate,minimumEventDate,municipality,originalMethod,otherCatalogNumbers,recordNumber,secondPoliticalUnit,secondaryCollectors,typeStatus,verbatimCollectors,verbatimCoordinates,verbatimDateIdentified,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality
N/A,Y. Mexia,Brazil,Pará,On fallen log,Bartram,Pilosum chlorophyllum (Hornsch.) C.M.,Thomé Assú; down Rio Acará 3 km,N/A,1931-08-31,Thomé Assú,Mix of Handwritten and Typed,C2077585F,6014a,Districto Acará,N/A,no type status,"Ynes Mexia, No. 6014a",N/A,N/A,35 m,"Aug. 31, 1931",Pilosum chlorophyllum (Hornsch.) C.M.,Thomé Assú; down Rio Acará 3 km
N/A,Y. Mexia,Brazil,Pará,On rotting log in woods. Abundant,Bartram,Pilosium Chlorophyllosum (Hsch.) C.M.,"Thomé Assú, Japanese Colony",N/A,1931-07-16,Thomé Assú,Typed,870829|C2077586F,5914,Districto Acará,N/A,no type status,"Ynes Mexia, No. 5914",N/A,N/A,about 30 m,"July 16, 1931",Pilosium Chlorophyllosum (Hsch.) C.M.,"Thomé Assú, Japanese Colony"
,,,,,,,,,,,,,,,,,,,,,,,
N/A,P. Dusén,Chile,Patagonia occident.,N/A,W. R. Buck,Brachythecium albicans (Hedw.) Schimp.,"Chile, Patagonia occident., Cerra Colorado",N/A,1897-02-22,N/A,Typed,No. 1136354|S reg. nr B11749|C2078913F,5872,Cerra Colorado,N/A,no type status,P. Dusén 5872,N/A,N/A,N/A,22 February 1897,Brachythecium albicans (Hedw.) Schimp.,"Chile, Patagonia occident., Cerra Colorado"
N/A,Y. Mexia,Chile,Territorio Magellanes,Common; scattered in small tufts,Kenneth D. McFarland,Brachythecium austro-glareosum (C. Muell.) Kindb.,Last Hope Inlet; Peninsula Antonio Varas; openings in Nothofagus wood in moist earth,N/A,1936-04-10,N/A,Typed,1036758|C2078924F,8001,N/A,N/A,no type status,"Ynes Mexia, No. 8001",N/A,Sept 1987,25 m,"April 10,1936",Brachythecium subpilosum (H.f.& W.)Jaeg.,Last Hope Inlet; Peninsula Antonio Varas; openings in Nothofagus wood in moist earth
N/A,Marko Lewis,Bolivia,Oruro,In warmish creek,R. Ochyra,Brachythecium calliergonoides Broth. in Herz.,"Río Junthuma Khuchu, 2 miles down river from Aguas termales de Río Junthuma Khuchu, In warmish creek",N/A,1979-05-25,N/A,Mix of Handwritten and Typed,C2078925F | 1049405,79-2108,Sajama,N/A,no type status,"Marko Lewis, no.79-2108","18° 07' S., 69° 00' W.",1982,4350 m.,25 May 1979,Brachythecium calliergonoides Broth. in Herz.,"DEPTO. ORURO, PROV. SAJAMA: Río Junthuma Khuchu, 2 mi. down river from Aguas termales de Río Junthuma Khuchu, 4350 m., 18° 07' S., 69° 00' W. In warmish creek"
N/A,Marko Lewis,Bolivia,Oruro,In warmish creek,R. Ochyra,Brachythecium calliergonoides Broth. in Herz.,"Río Junthuma Khuchu, 2 miles down river from Aguas termales de Río Junthuma Khuchu. In warmish creek",N/A,1979-05-25,N/A,Typed,1049406|C2078926F,79-2109,Sajama,N/A,no type status,"Marko Lewis, no.79-2109","18° 07' S., 69° 00' W.",1982,4350 m.,25 May 1979,Brachythecium calliergonoides Broth. in Herz.,"DEPTO. ORURO, PROV. SAJAMA: Río Junthuma Khuchu, 2 mi. down river from Aguas termales de Río Junthuma Khuchu, 4350 m., 18° 07' S., 69° 00' W. In warmish creek"
N/A,Marko Lewis,Bolivia,Oruro,In warmish creek,R. Ochyra,Brachythecium calliergonoides Broth. in Herz.,"Río Junthuma Khuchu, 2 miles down river from Aguas termales de Río Junthuma Khuchu, In warmish creek",N/A,1979-05-25,N/A,Typed,N° 1049407|C2078927F,79-2112,Sajama,N/A,no type status,"Marko Lewis, no79-2112","18° 07' S., 69° 00' W.",1982,4350 m.,25 May 1979,Brachythecium calliergonoides Broth. in Herz.,"DEPTO. ORURO, PROV. SAJAMA: Río Junthuma Khuchu, 2 mi. down river from Aguas termales de Río Junthuma Khuchu, 4350 m., 18° 07' S., 69° 00' W. In warmish creek"
N/A,Marko Lewis,Bolivia,Oruro,In warmish creek,R. Ochyra,Brachythecium calliergonoides Broth.,"Rio Junthuma Khuchu, 2 miles down river from Aguas termales de Rio Junthuma Khuchu, 4350 meters, 18° 07' S., 69° 00' W. In warmish creek",N/A,1979-05-25,N/A,Typed,C2078928F | 1049409,79-2115,Sajama,N/A,no type status,"Marko Lewis, no79-2115","18° 07' S., 69° 00' W",1982,4350 m,25 May 1979,Brachythecium calliergonoides Broth. in Herz.,"Rio Junthuma Khuchu, 2 mi. down river from Aguas termales de Rio Junthuma Khuchu, 4350 m., 18° 07' S., 69° 00' W. In warmish creek"
N/A,Marko Lewis,Bolivia,Oruro,In warmish creek,R. Ochyra,Brachythecium calliergonoides Broth.,"Río Junthuma Khuchu, 2 miles down river from Aguas termales de Río Junthuma Khuchu",N/A,1979-05-25,N/A,Typed,N° 1049410|C2078929F,79-2117,Sajama,N/A,no type status,"Marko Lewis, no. 79-2117","18° 07' S., 69° 00' W.",1982,4350 m.,25 May 1979,Brachythecium calliergonoides Broth. in Herz.,"DEPTO. ORURO, PROV. SAJAMA: Río Junthuma Khuchu, 2 mi. down river from Aguas termales de Río Junthuma Khuchu, 4350 m., 18° 07' S., 69° 00' W. In warmish creek"
N/A,M. Lewis,Bolivia,Oruro,In warmish creek,R. Ochyra,Brachythecium calliergonoides Broth. in Herz.,"Río Junthuma Khuchu, 2 miles down river from Aguas termales de Río Junthuma Khuchu, In warmish creek",N/A,1979-05-25,N/A,Mix of Handwritten and Typed,1049411|C2078930F,79-2118,Sajama,N/A,no type status,"Marko Lewis, no79-2118","18° 07' S., 69° 00' W.",February 1982,4350 m.,25 May 1979,Brachythecium calliergonoides Broth. in Herz.,"DEPTO. ORURO, PROV. SAJAMA: Río Junthuma Khuchu, 2 mi. down river from Aguas termales de Río Junthuma Khuchu, 4350 m., 18° 07' S., 69° 00' W. In warmish creek"
N/A,Marko Lewis,Bolivia,Oruro,In warmish creek,R. Ochyra,Brachythecium calliergonoides Broth. in Herz.,"Río Junthuma Khuchu, 2 miles down river from Aguas termales de Río Junthuma Khuchu, In warmish creek.",N/A,1979-05-25,N/A,Typed,N° 1049404|C2078931F|C2078933F,79-2107,Sajama,N/A,no type status,"Marko Lewis, no. 79-2107","18° 07' S., 69° 00' W.",1982,4350 m.,25 May 1979,Brachythecium calliergonoides Broth. in Herz.,"DEPTO. ORURO, PROV. SAJAMA: Río Junthuma Khuchu, 2 mi. down river from Aguas termales de Río Junthuma Khuchu, 4350 m., 18° 07' S., 69° 00' W. In warmish creek."
N/A,Marko Lewis,Bolivia,Oruro,In warmish creek,R. Ochyra,Brachythecium calliergonoides Broth. in Herz.,"Rio Junthuma Khuchu, 2 miles down river from Aguas termales de Rio Junthuma Khuchu. In warmish creek.",N/A,1979-05-25,N/A,Typed,Nº 1049412|C2078932F,79-2119,Sajama,N/A,no type status,"Marko Lewis, no. 79-2119","18° 07' S, 69° 00' W",1982,4350 m.,25 May 1979,Brachythecium calliergonoides Broth. in Herz.,"DEPTO. ORURO, PROV. SAJAMA: Rio Junthuma Khuchu, 2 mi. down river from Aguas termales de Rio Junthuma Khuchu, 4350 m., 18° 07' S, 69° 00' W. In warmish creek."
N/A,Ynes Mexia,Peru,Loreto,On stone in overflow forest,Bartram,Vesicularia amphibola (Spr.) Broth.,Above Pongo de Manseriche. Left bank of Rio Santiago.,N/A,1931-11-23,N/A,Typed,873368|C2079350F,6149,N/A,N/A,no type status,"Ynes Mexia, No. 6149",N/A,N/A,200 m,"Nov. 23, 1931",Vesicularia amphibola (Spr.) Broth.,Above Pongo de Manseriche. Left bank of Rio Santiago.
N/A,Y. Mexia,Peru,Loreto,Dense forest on log,Bartram,Vesicularia amphibola (Spr.) Broth.,Above Pongo de Manseriche. Right bank of Rio Santiago.,N/A,1931-11-25,N/A,Typed,873367|C2079351F,6160-a,N/A,N/A,no type status,"Ynes Mexia, No. 6160-a",N/A,N/A,200 m,"Nov. 25, 1931",Vesicularia amphibola (Spr.) Broth.,Above Pongo de Manseriche. Right bank of Rio Santiago.
N/A,Ynes Mexia,Peru,Loreto,On rocks wet by spray,Bartram,Vesicularia amphibola (Spr.) Broth.,Above Pongo de Manseriche. Streamlet on right bank of Rio Santiago. On rocks wet by spray.,N/A,1931-12-04,N/A,Typed,870879|C2079352F,6217-a,N/A,N/A,no type status,"Ynes Mexia, No. 6217-a",N/A,N/A,250 m,"Dec. 4, 1931",Vesicularia amphibola (Spr.) Broth.,Above Pongo de Manseriche. Streamlet on right bank of Rio Santiago. On rocks wet by spray.
N/A,Y. Mexia,Peru,Loreto,Log in forest,Bartram,Vesicularia amphibola (Spr.) Broth.,Above Pongo de Manseriche. Creek Carapisa.,N/A,1931-12-12,N/A,Typed,870867|C2079353F,6259-a,N/A,N/A,no type status,"Ynes Mexia, No. 6259-a",N/A,N/A,215 m,"Dec. 12, 1931",Vesicularia amphibola (Spr.) Broth.,Above Pongo de Manseriche. Creek Carapisa.
N/A,Ynes Mexia,Peru,Loreto,On earth collected on inclined tree trunk. Creep. loose.,Bartram,Vesicularia amphibola (Spr.) Broth.,Above Pongo de Manseriche. Creek Inche.,N/A,1932-01-03,N/A,Mix of Handwritten and Typed,873369|C2079354F,6354-a,N/A,N/A,no type status,"Ynes Mexia, No. 6354-a",N/A,N/A,215 m.,"Jan. 3, 1932",Vesicularia amphibola (Spr.) Broth.,Above Pongo de Manseriche. Creek Inche.
Taxithelium planum (Brid.) Mitt.,Y. Mexia,Peru,Loreto,On rotten log. Sterile.,Bartram,Vesicularia amphibola (Spr.) Broth.,Above Pongo de Manseriche. Creek Inche.,N/A,1932-01-03,N/A,Typed,1039121|C2079355F,6375a,N/A,N/A,no type status,"Ynes Mexia, No. 6375a",N/A,N/A,215 m.,"Jan. 3, 1932",Vesicularia amphibola (Spr.) Broth.,Above Pongo de Manseriche. Creek Inche.
Taxithelium planum (Brid.) Mitt.,Ynes Mexia,Peru,Loreto,On rotten log. Sterile.,Bartram,Vesicularia amphibola (Sprv.) Broth.,Above Pongo de Manseriche. Creek Inche.,N/A,1932-01-03,N/A,Mix of Handwritten and Typed,870880|C2079356F,6375-a,N/A,N/A,no type status,"Ynes Mexia, No. 6375-a",N/A,N/A,215 m.,"Jan. 3, 1932",Vesicularia amphibola (Sprv.) Broth.,Above Pongo de Manseriche. Creek Inche.
N/A,Y. Mexia,Peru,Loreto,On rotten log,Bartram,Vesicularia amphibola (Spr.) Broth.,Above Pongo de Manseriche. Creek Inche.,N/A,1932-01-03,N/A,Typed,870873|C2079357F,6377,N/A,N/A,no type status,"Ynes Mexia, No. 6377",N/A,N/A,215 m,"Jan. 3, 1932",Vesicularia amphibola (Spr.) Broth.,Above Pongo de Manseriche. Creek Inche.
In mixture,Y. Mexia,Peru,Cuzco,on rotten logs in virgin forest,Bartram,Vesicularia amphibola (Spr.) Broth.,upper valley of the Sambray; affluent of the Vilcanota; on rotten logs in virgin forest,N/A,1936-05-14,N/A,Typed,1036318|C2079358F,8070,La Convencion,N/A,no type status,"Ynes Mexia, No. 8070",N/A,N/A,1800 m,"May 14,1936",Vesicularia amphibola (Spr.) Broth.,Departamento Cuzco. Provincia La Convencion; upper valley of the Sambray; affluent of the Vilcanota; on rotten logs in virgin forest
N/A,Y. Mexia,Peru,Cuzco,on rotten logs in virgin forest,Bartram,Vesicularia amphibola (Spr.) Froth.,upper valley of the Sambray; affluent of the Vilcanota; on rotten logs in virgin forest,N/A,1936-05-14,N/A,Typed,1039122|C2079359F,8070,La Convencion,N/A,no type status,"Ynes Mexia, No. 8070",N/A,N/A,1800 m,"May 14,1936",Vesicularia amphibola (Spr.) Froth. in mixture,Departamento Cuzco. Provincia La Convencion; upper valley of the Sambray; affluent of the Vilcanota; on rotten logs in virgin forest
N/A,P. R. Reitz,BRASIL,SANTA CATARINA,"Epífito, da mata virgem",Bartram,Vesicularia vesicularis (Schwaegr.) Broth.,"Azambuja, Brusque",N/A,1949-09-20,Brusque,Mix of Handwritten and Typed,HBR 5.468|C2079360F,2.222,N/A,N/A,no type status,P. R. Reitz,N/A,1949,50 msm,20.9.1949,Vesicularia vesicularis (Schwaegr.) Broth.,"Azambuja, Brusque"
N/A,F. J. Hermann,Colombia,Santander,On base of tree trunk,H. Robinson,Vesicularia vesicularis (Schwaegr.) Broth.,"On base of tree trunk, Paraguitas, alt. ca. 4000 feet, 1/4 mile NW",N/A,1972-12-19,N/A,Mix of Handwritten and Typed,1039101|C2079361F,25019,N/A,N/A,no type status,F. J. Hermann 25019,N/A,N/A,ca. 4000 ft.,"December 19, 1972",Vesicularia vesicularis (Schwaegr.) Broth.,"On base of tree trunk, Paraguitas, alt. ca. 4000 ft., 1/4 mile NW"
N/A,R. E. Schultes,Colombia,Intendencia del Meta,N/A,D. Griffin III,Vesicularia vesicularis (Schwgr.) Broth.,alrededores de Villavicencio,N/A,1950-12-00,Villavicencio,Typed,No 1055509|C2079362F,11107,N/A,N/A,no type status,Legit RICHARD EVANS SCHULTES,N/A,N/A,500 m,"Dec., 1950",Vesicularia vesicularis (Schwgr.) Broth.,alrededores de Villavicencio
N/A,J.-P. Frahm,PERU,Amazonas,hochandiner Regenwald auf Kalkstein,W. Schultze-Motel,Entodon jamesonii (Tayl.) Mitt.,"Dep. Amazonas, Prov. Chachapoyas, Straße Chachapoyas-Cajamarca oberhalb Leimebamba km 417, s-exponierter Hang, hochandiner Regenwald auf Kalkstein",N/A,1982-09-04,N/A,Typed,1076822|1041230,875,Chachapoyas,P. Geissler|S. R. Gradstein|G. Philippi|W. Schultze-Motel,no type status,"leg.: J.-P. Frahm, P. Geissler, S.R. Gradstein, G. Philippi, W. Schultze-Motel",N/A,N/A,2800 msm,4.9.1982,Entodon jamesonii (Tayl.) Mitt.,"Dep. Amazonas, Prov. Chachapoyas, Straße Chachapoyas-Cajamarca oberhalb Leimebamba km 417, s-exponierter Hang, hochandiner Regenwald auf Kalkstein"
N/A,P. C. Hutchison,PERU,Amazonas,N/A,H. Robinson,Entodon jamesoni (Tayl.) Mitt.,"Cerros Calla Calla, east side, 5 kilometers above Leimebamba on the road to Balsas, at San Miguel (no buildings at this locality)",N/A,1964-04-01,N/A,Typed,C2079716F|1012181,4806,Chachapoyas,J. K. Wright,no type status,"PAUL C. HUTCHISON, J. KENNETH WRIGHT",N/A,1966,Altitude 2400 m,1 April 1964,Entodon jamesoni (Tayl.) Mitt.,"Cerros Calla Calla, east side, 5 km. above Leimebamba on the road to Balsas, at San Miguel (no buildings at this locality)"
N/A,Dana Griffin III,Venezuela,Merida,"Sobre roca + seca, a sombra",Dana Griffin III,Entodon jamesoni (tayl.) Broth.,"páramo de Los Granates, finca de Los Granates, a lo largo del río de Los Granates y en las lomas cercanas",N/A,1985-02-20,N/A,Typed,1064416|C2079717F,PV-966,N/A,N/A,no type status,Dana Griffin III,N/A,N/A,3.000-3.100 m,20 febr. 1985,Entodon jamesoni (tayl.) Broth.,"páramo de Los Granates, finca de Los Granates, a lo largo del río de Los Granates y en las lomas cercanas. Alt. 3.000-3.100 m"
N/A,Y. Mexia,Brazil,Minas Geraes,Base of living tree in shade,Bartram,Entodon Lindbergii Hpe.,Fazenda do Diamante. Campo Tiririca.,N/A,1931-04-21,Corinto,Typed,870818|C2079718F,5687,N/A,N/A,no type status,"Ynes Mexia, No. 5687",N/A,N/A,590 m,"April 21, 1931",Entodon Lindbergii Hpe.,Fazenda do Diamante. Campo Tiririca.
N/A,R. Spruce,N/A,Andes Quitenses,N/A,W. Mitten,Entodon longisetus Hook.,Andes Quitenses. Baños,N/A,0000-00-00,Baños,Mix of Handwritten and Typed,1078203,1023,N/A,N/A,no type status,Musci Amazonici et Andini ex R. Spruce,N/A,N/A,N/A,s.d.,Entodon longisetus. Hook.,Andes Quitenses. Baños
E. micans Herz.,Marko Lewis,Bolivia,Tarija,Bank of creek,W. Buck,Entodon cf. nano-climacium C.M.,"Canyon 5 miles SW of Tablada, SW of Tarija",N/A,1979-02-08,N/A,Typed,1078763|C2079720F,79-590,Méndez/Cercado/Avilés,N/A,no type status,"Marko Lewis, no. 79-590","21° 36' S., 64° 48' W.",1980,2160 m,8 February 1979,Entodon cf. nano-climacium C.M. (= E. micans Herz.),"DEPTO. TARIJA, PROV. MÉNDEZ/PROV. CERCADO/PROV. AVILÉS: Canyon 5 mi. SW of Tablada, SW of Tarija, 21° 36' S., 64° 48' W."
N/A,Marko Lewis,Bolivia,La Paz,Very shady ground along creek in humid shrubs,W. Buck,Entodon nano-climacium C.M.,Near large red outcrop 2 miles from Sorata down Río Consata,N/A,1979-03-22,N/A,Typed,1078799|1046765|C2079721F,79-1220,Larecaja,N/A,no type status,"Marko Lewis, no. 79-1220","15° 41' S., 68° 43' W.",1980,2600 m,22 March 1979,Entodon nano-climacium C.M. (= E. micans Herz.),"Near large red outcrop 2 mi. from Sorata down Río Consata, 15° 41' S., 68° 43' W."
N/A,H. W. Foote,N/A,N/A,On rocks,N/A,Entodon platygyrioides C.M.,"On rocks above San Miguel, 6000 feet",N/A,1911-09-03,N/A,Typed,N/A,s.n.,N/A,N/A,no type status,COLLECTED BY HARRY WARD FOOTE,N/A,N/A,6000ft.,Sep. 3,Entodon platygyrioides C.M.,"On rocks above San Miguel, 6000ft."
N/A,Marko Lewis,Bolivia,La Paz,"Waterfall ravine, highest extension of shrubs",W. Buck,Entodon polycarpus,Between Abra Huallata and waterfall at Millipaya,N/A,1979-04-01,N/A,Typed,N° 107875|1046746|C2079723F,79-1346,Larecaja,N/A,no type status,"Marko Lewis, no. 79-1346","15° 51' S., 68° 39' W",1980,3780 m,1 April 1979,cf. Entodon polycarpus,"DEPTO. LA PAZ, PROV. LARECAJA: Between Abra Huallata and waterfall at Millipaya, 15° 51' S., 68° 39' W"
Nothofagus pumilio,H. Roivainen,Argentina,Tierra del Fuego,"en fisuras de roca y en raizes humoso-arcillosos de Nothofagus pumilio, en orilla de la cascada, bastante copiosamente",R. Ochyra,Isopterygium pulchellum (Hedw.) Jaeg.,"Tierra del Fuego australis, Ushuaia, Arroyo Grande, en fisuras de roca y en raizes humoso-arcillosos de Nothofagus pumilio, en orilla de la cascada,150 meters s.m.,bastante copiosamente",N/A,1970-01-25,Ushuaia,Typed,1182417 | C2079595F,2095,N/A,N/A,no type status,H. Roivainen,"54°47'S,68°17'W",1996,150 m s.m.,25.1.1970,Isopterygium pulchellum (Hedw.) Jaeg.,"Tierra del Fuego australis, Ushuaia, Arroyo Grande (54°47'S,68°17'W), en fisuras de roca y en raizes humoso-arcillosos de Nothofagus pumilio, en orilla de la cascada,150 m s.m.,bastante copiosamente"
N/A,H. Roivainen,Argentina,Tierra del Fuego,suelo humoso húmedo en el pendiente del río,R. Ochyra,Isopterygium pulchellum (Brid.) Jaeg.,"Tierra del Fuego australis, Ushuaia, Valle del Río Pipo, suelo humoso húmedo en el pendiente del río, 300 meters s.m., bastante copiosamente",N/A,1969-12-24,Ushuaia,Typed,No 1182415|C2079596F,1352,N/A,N/A,no type status,H. Roivainen,"54°46'S, 68°20'W",1996,300 m s.m.,24.12.1969,Isopterygium pulchellum (Brid.) Jaeg.,"Tierra del Fuego australis, Ushuaia, Valle del Río Pipo (54°46'S, 68°20'W), suelo humoso húmedo en el pendiente del río, 300 m s.m., bastante copiosamente"
N/A,E. P. Killip,COLOMBIA,Santander,N/A,R. R. Ireland,Isopterygium tenerum (Sw.) Mitt.,"between Puerto Wilches and Puerto Santos, alt. 110-115 meters",N/A,1926-11-29,N/A,Typed,3040009,14871,N/A,A. C. Smith,no type status,E. P. Killip & A. C. Smith,N/A,1988,110-115 m.,"November 29, 1926",Isopterygium stigmocarpum (C.M.) Par.,"between Puerto Wilches and Puerto Santos, alt. 110-115 m."
N/A,R. E. Schultes,Colombia,Meta,N/A,D. Griffin III,Isopterygium tenerum (Sw.) Mitt.,alrededores de Villavicencio,N/A,1950-12-00,Villavicencio,Typed,1055473,11110,N/A,N/A,no type status,Legit RICHARD EVANS SCHULTES,N/A,N/A,500 m,"Dec., 1950",Isopterygium tenerum (Sw.) Mitt.,Intendencia del Meta: alrededores de Villavicencio
N/A,D. C. Geijskes,Surinam,N/A,"Rainforest On roots and rocks on bank of river, shad",H. R. Zielman,Isopterygium tenerum(Sw.)Mitt.,Marowijne River; Armina Falls,N/A,1952-09-29,N/A,Mix of Handwritten and Typed,1073518|1040096,s.n.,N/A,N/A,no type status,D.C.Geijskes,N/A,N/A,N/A,29 - 9 - 1952,Isopterygium tenerum(Sw.)Mitt.,Marowijne River; Armina Falls
N/A,Y. Mexia,Brazil,Minas Gerais,On rotting log. Abundant.,R. R. Ireland,Isopterygium tenerum (Sw.) Mitt.,Agricultural College land. Horticultural Hill. Cut over woods near base.,N/A,1930-07-06,Viçosa,Typed,C2079600F|1039979,4841,N/A,N/A,no type status,"Ynes Mexia, No. 4841",N/A,1988,670 m,"July 6, 1930",Isopterygium brachyneuron (C.M.)Mitt. ex p.,Agricultural College land. Horticultural Hill. Cut over woods near base.
N/A,Ynes Mexia,Brazil,Minas Geraes,Shady streambank. On rotten wood.,R. R. Ireland,Isopterygium tenerum (Sw.) Mitt.,Viçosa Agricultural College lands. Corriga Riberro. Shady streambank. On rotten wood.,N/A,1930-07-21,Viçosa,Typed,873365|C2079601F,4888,N/A,N/A,no type status,"Ynes Mexia, No. 4888",N/A,1988,675 m.,"July 21, 1930",Isopterygium laxum (Hpe.) Broth.,Viçosa Agricultural College lands. Corriga Riberro. Shady streambank. On rotten wood.
N/A,Y. Mexia,Brazil,Minas Gerais,Dense forest. On rotten log. In fruit.,R. R. Ireland,Isopterygium tenerum (Sw.)Mitt.,Road to São Miguel. About 1 miles O. Dense forest. On rotten log. In fruit.,N/A,1930-12-08,Viçosa,Typed,870841|C2079602F,5306,N/A,N/A,no type status,"Ynes Mexia, No. 5306",N/A,1988,710 m.,"Dec. 8, 1930",Isopterygium brachyneuron (C.M.) Mitt.,Road to São Miguel. About 1m. O. Dense forest. On rotten log. In fruit.
N/A,Y. Mexia,Brazil,Minas Geraes,"On rotting log, in woods. Abundant.",R. R. Ireland,Isopterygium tenerum (Sw.) Mitt.,"Viçosa Agricultural College lands. Base of Horticultural Hill. On rotting log, in woods. Abundant.",N/A,1930-12-23,Viçosa,Mix of Handwritten and Typed,870823|1796006|C2079603F,5441,N/A,N/A,no type status,"Ynes Mexia, No. 5441",N/A,1988,670 m.,"Dec. 23, 1930",Isopterygium tenerum (Sw.) Mitt.,"Viçosa Agricultural College lands. Base of Horticultural Hill. On rotting log, in woods. Abundant."
Coccoloba sp.,H. S. Irwin,Brasil,Bahia,"On the bark and exposed roots of Coccoloba sp, and on adjacent soil, at river bank. Cut-over gallery forest and adjacent cerrado",R. R. Ireland,Isopterygium tenerum (Sw.) Mitt.,"On the bark and exposed roots of Coccoloba sp, and on adjacent soil, at river bank. Cut-over gallery forest and adjacent cerrado, ca. 10km W. of Barreiras, elev. ca. 500m",N/A,1971-03-02,Barreiras,Typed,1059328 | C2079604F,31332,N/A,R. M. Harley | G. L. Smith,no type status,"H. S. Irwin, R. M. Harley, G. L. Smith",N/A,1988,ca. 500m,2 March 1971,ISOPTERYGIUM TENERUM (Sw.) Mitt.,Valley of the Rio das Ondas
N/A,Y. Mexia,Brazil,Minas Geraes,"Shady streambank, on rotten log. Abundant.",R. R. Ireland,Isopterygium tenerum (Sw.) Mitt.,Viçosa Agricultural College lands. Corrigo Riberro.,N/A,1930-07-21,Viçosa,Typed,870845|C2079606F,4884,N/A,N/A,no type status,"Ynes Mexia, No. 4884",N/A,1988,675 m.,"July 21, 1930",Isopterygium curvicollum (C.M.) Mitt.,Viçosa Agricultural College lands. Corrigo Riberro.
N/A,Ynes Mexia,Brazil,Minas Geraes,On rotten log,R. R. Ireland,Isopterygium tenerum (Sw.) Mitt.,Fazenda de Cresiuma. Wood on slope. On rotten log.,N/A,1930-05-14,Viçosa,Mix of Handwritten and Typed,870839|C2079607F,4698,N/A,N/A,no type status,"Ynes Mexia, No. 4698",N/A,19 88,700 m,"May 14, 1930",Isopterygium curvicollum (C.M.) Mitt. Ex P.,Fazenda de Cresiuma. Wood on slope. On rotten log.
N/A,Y. Mexia,Brazil,Minas Geraes,"Shady streambank, on rotten log. Abundant.",R. R. Ireland,Isopterygium tenerum (Sw.) Mitt.,Viçosa Agricultural College lands. Corrige Riberro.,N/A,1930-07-21,Viçosa,Typed,1039977|C2079608F,4884,N/A,N/A,no type status,"Ynes Mexia, No. 4884",N/A,1988,675 m.,"July 21, 1930",Isopterygium curvicollum (C.M.) Mitt.,Viçosa Agricultural College lands. Corrige Riberro.
N/A,Y. Mexia,Brazil,Minas Gerais,On rotting tree trunk,R. R. Ireland,Isopterygium tenerum (Sw.) Mitt.,"Road to São Miguel. Near stream ""Turca."" Cut over woods on slope. On rotting tree trunk",N/A,1930-03-31,Viçosa,Typed,1039978,4545,N/A,N/A,no type status,"Ynes Mexia, No. 4545",N/A,1988,710 m,"March 31, 1930",Isopterygium curvicollum (C.M.) Mitt.,"Road to São Miguel. Near stream ""Turca."" Cut over woods on slope. On rotting tree trunk"
N/A,V. Schiffner,Brasilia,São Paulo,in palude,R. R. Ireland,Isopterygium tenerum (Sw.) Mitt.,"prope urbem Cerqueira-Cesar, in palude, c. 500 meters s. m.",N/A,0000-07-00,Cerqueira-Cesar,Typed,1012176|C2079611F,2898,N/A,N/A,no type status,"V. Schiffner, V. F. Brotherus",N/A,1988,c. 500 m. s. m.,m. Jul. fr.,Isopterygium aurantiacum (C.M.) Broth.,"prope urbem Cerqueira-Cesar, in palude, c. 500 m. s. m."
N/A,Y. Mexia,Brazil,Minas Geraes,On rotting log. Abundant.,R. R. Ireland,Isopterygium tenerum (Sw.) Mitt.,Viçosa Agricultural College lands. Horticultural Hill. Cut over woods near base.,N/A,1930-07-06,Viçosa,Typed,870837|C2079856F,4841,N/A,N/A,no type status,"Ynes Mexia, No. 4841",N/A,1988,670 m,"July 6, 1930",Isopterygium brachyneuron (C.M.) Mitt.ex p,Viçosa Agricultural College lands. Horticultural Hill. Cut over woods near base.
N/A,R. S. Williams,BOLIVIA,N/A,on bark,R. R. Ireland,Isopterygium tenerum (Sw.) Mitt.,"San Buena Ventura, 190 meters, on bark",N/A,1901-11-29,N/A,Typed,1039983|C2079858F,2095,N/A,N/A,no type status,"COLLECTED BY R. S. WILLIAMS, 1901-1902",N/A,1988,190 meters,"Nov. 29, 1901",Isopterygium tenerum (Sw.) Mitt.,"San Buena Ventura, 190 meters, on bark"
N/A,R. S. Williams,Bolivia,N/A,N/A,R. S. Williams,Isopterygium tenerum (Sw.) Mitt.,Tumupasa,1902-00-00,1901-00-00,N/A,Typed,1017412|C2079859F,2059,N/A,N/A,no type status,"COLLECTED BY R. S. WILLIAMS, 1901-1902",N/A,23 Jan. 1902,N/A,1901-1902,Isopterygium tenerum (Sw.) Mitt.,Tumupasa
N/A,Hagen,Norvegia,Trondelag,N/A,N/A,Pogonatum urnigerum (L.) var. α humile (Wahlenb.),Vårstigen,N/A,1907-07-27,Opdal,Handwritten,C2010970F,s.n.,Sundbygdens amt,N/A,no type status,Hagen,N/A,N/A,altit. mtr. 900,27/7 1907,Pogonatum urnigerum (L.) var. α humile (Wahlenb.),Vårstigen
N/A,E. Hall,England,N/A,N/A,N/A,Pogonatum umigerum Brid.,[precise locality unknown],N/A,0000-00-00,N/A,Typed,Z35534|C2010972F,s.n.,N/A,N/A,no type status,Herbarium of Elihu Hall,N/A,N/A,N/A,s.d.,Pogonatum umigerum Brid,N/A
