Image,title,Collected by,Secondary Collectors,phylum,family,genus,specificEpithet,infraspecificEpithet,scientificNameAuthorship,identifiedBy,dateIdentified,acceptedScientificName,otherScientificName,scientificName,associatedTaxa,verbatimEventDate,eventDate,country,countryCode,firstPoliticalUnit,secondPoliticalUnit,city,verbatimLocality,locality,habitat,substrate,verbatimElevation,maximumElevationInMeters,minimumElevationInMeters,verbatimCoordinates,decimalLatitude,decimalLongitude,collectionCode,recordNumber,catalogNumber,language,languageRemarks,originalMethod,Type status,occurrenceRemarks,Sex,reproductiveCondition,generalNotes,expeditionFundedBy,generalInformationAboutThePlantSpecimenItself,rawFormat
0225_V0577681F.jpg,Vernonia amygdalina Delile,C.J.P. Ssegeler,N/A,Tracheophyta,Asteraceae,Vernonia,amygdalina,N/A,(Delile),G.J.H. Amshoff,1982,Vernonia amygdalina Delile,N/A,,N/A,d.d.: 23 October 1972,23-10-1972,Ethiopia,ET,Oromia,N/A,Nazareth,"In full sun on a rock from Metahara, on road to Nazareth","From Metahara, on road to Nazareth",N/A,Rock,ca 925m,N/A,925,N/A,8.55,39.26666667,WAG,2806,2302805,English,N/A,Typed,No Type Status,N/A,N/A,"Florets at opening dark purple, older to almost white. Anthers pale brown. Pollen white. Fruits brownish-black with yellowish-white pappus",N/A,N/A,The specimen appears to be a single plant specimen mounted on a sheet with no soil present; size is moderate,
0226_V0570543F.jpg,N/A,Schimper,N/A,Magnoliophyta,Convolvulaceae,Ipomoea,hochstetteri,N/A,(Baker) Rendle,N/A,N/A,Ipomoea hochstetteri (Baker) Rendle,Convolvulus hochstetteri Vatke,,N/A,sine dato (without date),N/A,Ethiopia,ET,N/A,N/A,N/A,Abyssinia,Abyssinia (historic region including parts of modern-day Ethiopia),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,373793,Latin,N/A,Handwritten,no type status,N/A,N/A,N/A,Ex Museo botanico Berolinensi (From the Berlin Botanical Museum Collection),N/A,"The plant specimen appears to be a moderate-sized, single specimen mounted on a sheet without visible soil.",
0227_V0597275F.jpg,Ex National Herbarium Nederland Wageningen University Branch (WAG),P.C.M. Jansen,N/A,(Division): Tracheophyta,Asteraceae,Cirsium,vulgare,N/A,(Savi) Ten.,C.C.H. Jongkind,14 April 1976,Cirsium vulgare (Savi) Ten.,N/A,,N/A,24-9-74,24-09-1974,Ethiopia,ET,Harerge,N/A,N/A,"around Damota Village, near Alemaya, between Chat and Sorghum fields","Damota Village, near Alemaya",Ground roots are drunk against gonorrhoea,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5996,2302849,English,N/A,Handwritten,no type status,N/A,N/A,"Perianth, sporophyte N/A",N/A,N/A,It looks like there is one plant specimen mounted on a sheet,
0228_V0604673F.jpg,"Flora of Harar Prov., Ethiopia",William Burger,N/A,(Division): Tracheophyta,Rosaceae,Rubus,apetalus,N/A,Poir.,L. B. Krukoff,N/A,Rubus apetalus Poir.,N/A,,N/A,27 May 1962,27-05-1962,Ethiopia,ET,Harar Province,N/A,N/A,5 miles East of Ades along road from Ades to Feres Magala steep South slopes with remnant forest 1200 feet escarpment preserves forest 6400 feet,"East of Ades, road to Feres Magala",Steep South slopes with remnant forest; escarpment preserves forest,N/A,6400 feet,N/A,1950.72 meters,N/A,N/A,N/A,N/A,7261,1825230,English,N/A,Handwritten,No type status,N/A,N/A,N/A,N/A,N/A,The plant specimen appears moderate in size and is mounted on a herbarium sheet; no soil is present.,
0229_V0607392F.jpg,"Flora of Harar Prov, Ethiopia",William Burger,N/A,(Division): Pinophyta,Cupressaceae,Juniperus,procera,N/A,Hochst. ex Endl.,"W. Burger (assumed from the context ""Det."" and the initials WB)",14-02-1962,Juniperus procera Hochst. ex Endl.,N/A,,N/A,14 Feb. 1962,14-02-1962,Ethiopia,ET,Harar Province,N/A,N/A,NW from Gara Mullata Mtn. ca. 50 km due W of Harar,"Northwest from Gara Mullata Mountain, approximately 50 kilometers west of Harar",On steep slopes with mixed forest,N/A,8500 - 9800 feet,2987 meters,2591 meters,09°16' N 41°36' E,9.2667,41.6000,N/A,1853,1632855,English,N/A,Handwritten,no type status,Trees 8-10 meters tall,N/A,N/A,N/A,N/A,The plant specimen appears to be moderately sized and includes multiple branches with blue berried cones. There is no soil present on the herbarium sheet.,
0230_V0574490F.jpg,Corynanthe mayumbensis,Gordon McPherson,N/A,(Division): Magnoliophyta,Rubiaceae,Corynanthe,mayumbensis,N/A,(R. Good) N. Hallé,Wilks & McPherson,1989,Corynanthe mayumbensis,N/A,,N/A,20 Mars 1989,20-03-1989,Gabon,GA,Ogooué-Ivindo,N/A,"Réserve de la Lopé, au sud d'Ayem",Chanter Sous Forêt,Chanter Sous Forêt,N/A,N/A,c. 200 m,N/A,200 meters,0°25'S 11°30'E,-0.416667,11.500000,N/A,13781,2040859,French,"The date was written in French; ""Mars"" is translated as March.",Typed,no type status,Collected under contract for the National Cancer Institute,N/A,fruit,N/A,National Cancer Institute,The herbarium sheet includes multiple leaves from a single plant specimen with no visible soil; the overall condition of the mounted specimen appears moderate in size.,
0231_V0577013F.jpg,"Herbarium National du Gabon, Field Museum of Natural History ",J. M. Reitsma ,N/A ,(Division): Tracheophyta ,Orchidaceae ,Bulbophyllum ,scaberulum ,N/A ,(Rolfe) Bolus ,Olga Kosenkovsky ,3-5-2011 ,Bulbophyllum scaberulum (Rolfe) Bolus var. scaberulum ,N/A ,,N/A ,N/A ,N/A ,Gabon ,GA ,N/A ,N/A ,Ovan ,"Primary rain forest, ca 6 kilometers northwest of Ovan, chantier Rougier & Cie. ",Primary rain forest near Ovan ,Epiphytic orchid growing in Olive trees ,N/A ,N/A ,N/A ,N/A ,0 41 N x 11 07 E ,N/A ,N/A ,N/A ,2023 ,2310219 ,English ,N/A ,Typed ,no type status ,"Epiphytic orchid, growing in Olive trees ",N/A ,"Flower orange-yellow, leaves hard, succulent ",N/A ,"Collection faite en cooperation avec Herbarium Vadense (WAG) et New York Botanical Garden (NY), 1985-1986","Moderate sized plant specimen with multiple specimens mounted on a sheet, no soil present ",
0232_V0573054F.jpg,Herbarium Field Museum,P. J. M. Eyma,N/A,(Division): Tracheophyta,Moraceae,Helicostylis,tomentosa,N/A,(Poepp. & Endl.) Rusby,N/A,20-01-1937,Helicostylis tomentosa (Poepp. & Endl.) Rusby,N/A,,N/A,Juin 1927,01-06-1927,French Guiana,GF,N/A,N/A,N/A,French Guiana,French Guiana,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,824/00,781173,French,N/A,Handwritten,no type status,N/A,N/A,N/A,Duplicates at Conservatoria Botanico Genevensi,N/A,"There appears to be a single plant specimen mounted on the sheet, without visible soil, and it seems to be of moderate size.",
0233_V0567164F.jpg,Ghana Flora,A. Akwetey,N/A,(Division): Magnoliophyta,Asclepiadaceae,Pericampylus,glaucus,N/A,(Lam.) Merr.,A. Akwetey,19 71,Pericampylus glaucus (Lam.) Merr.,Pericampylus incanus (Sm.) Merr.,,N/A,22 11 19,22-11-1919,Ghana,GH,Ashanti Region,"Unsure, please check",N/A,Awutu-Winneba Road.,Awutu-Winneba Road,N/A,N/A,Altitude: ,N/A,N/A,N/A,N/A,N/A,N/A,398,1753348,English,N/A,Typed,no type status,"A climber among grasses, flowers white, conspicuous, latex present",N/A,"Flowers white, conspicuous",Latex present,Sanyo in company (Ghana) Ltd.,"There is a single plant specimen mounted on the sheet without soil, the sample size looks moderate",
0234_V0565977F.jpg,Herbarium Field Museum,C. Viquez,N/A,(Division): Magnoliophyta,Rubiaceae,Exostema,caribaeum,N/A,(Jacq.) Roem. & Schult.,N/A,N/A,Exostema caribaeum (Jacq.) Roem. & Schult.,N/A,,N/A,N/A,N/A,Costa Rica,CR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,839434,English,N/A,Typed,no type status,N/A,N/A,N/A,N/A,N/A,The herbarium sheet contains one large specimen with multiple leaves mounted,
0235_V0590787F.jpg,Diospyros tricolor Hieron.,D.D. Soejarto,N/A,(Division): unsure and check,Ebenaceae,Diospyros,tricolor,N/A,Hieron.,N/A,N/A,Diospyros tricolor Hieron.,N/A,,"Thespesia populnea, Sophora accidentalists","April 1, 1978",01-04-1978,Ghana,GH,Greater Accra Province,N/A,Botianor village,"20 kilometers west of Accra, Sea coast",Sea coast,Sandy soil,Soil,On ground level,N/A,N/A (since the label only mentions the specimen was found 'on ground level'),N/A,N/A,N/A,N/A,4793,1842606,English,N/A,Typed,no type status,Voucher specimen - W.H.O. Project. Collected under the auspices of the World Health Organization Task Force on Indigenous Plants for Fertility Regulations.,N/A,Fruits green,N/A,World Health Organization Task Force on Indigenous Plants for Fertility Regulations,There appears to be multiple plant specimens mounted on a sheet,
0236_V0566108F.jpg,Plants of Ghana,E. J. M. Arnab,N/A,(Division): Magnoliophyta,Annonaceae,Uvaria,chamae,N/A,P. Beauv.,N/A,N/A,Uvaria chamae P. Beauv.,Uvaria versicolor Pierre,,N/A,Collected in 1999,1999,Ghana,GH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1026,2325285,English,N/A,Typed,no type status,N/A,N/A,N/A,N/A,"Sponsorship: College under the auspices of the National Cooperative Diversity Project, funded by Chicago State University, the University of Illinois at Chicago, and the Field Museum of Natural History.","The specimen consists of a single plant mounted on a herbarium sheet. No soil is evident. The sample appears moderate in size since the entire plant does not fit within the boundaries of the sheet, and the leaves are trimmed.",
0237_V0572217F.jpg,"Ghana Flora,","J. Deaw,","N/A,","(Division): Tracheophyta,","Myrtaceae,","Myrcia,","splendens,","N/A,","(Sw.) DC.,","Unsure, check,","N/A,","Myrcia splendens (Sw.) DC.,","Eugenia coronata,",,"N/A,","4, 1, 79,","04-01-1979,","Ghana,","GH,","N/A,","N/A,","Accra,","Accra,","N/A,","N/A,","N/A,","Altitude: ,","N/A,","N/A,","N/A,","N/A,","N/A,","N/A,","283,","1753422,","English,","N/A,",,"no type status,","A shrub about 6 feet high, Flowering pedicels fascicled,","N/A,","Fruit ellipsoid, calyx persistent at the apex,","N/A,",Spartan Enterprises (Ghana) Ltd.,"The plant specimen appears to be a single moderate-sized sample mounted on the sheet with no visible soil,",
0238_V0602418F.jpg,Chrysophyllum perpulchrum Mildbr.,J. B. Amoah,N/A,(Division): Magnoliophyta,Sapotaceae,Chrysophyllum,albidum,N/A,G. Don,Unsure and check,N/A,Chrysophyllum albidum G. Don,N/A,,N/A,March 1952,01-03-1952/31-03-1952,Ghana,GH,Ashanti Region,Kumasi District,N/A,Kumasi Township Forest Reserve,Kumasi Township Forest Reserve,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5632,1601919,English,N/A,Typed,no type status,N/A,N/A,N/A,N/A,Ex Herbario Musei Britannici,"The specimen appears to be a single plant sample with multiple leaves mounted on a sheet. There seems to be no soil present with the sample, and it appears to be moderately sized.",
0239_V0601010F.jpg,"Willard Sherman Turrell Herbarium (MU) Dissotis rotundifolia (Sm) Triana, Ghana, West Africa",James T. Allen,N/A,(Division): Angiosperms,Melastomataceae,Dissotis,rotundifolia,N/A,(Sm.) Triana,James T. Allen,"September 23, 1996",Dissotis rotundifolia (Sm.) Triana,N/A,,N/A,"September 23, 1996",23-09-1996,Ghana,GH,Volta Region,N/A,N/A,Larteh; Center for Scientific Research into Plant Medicine (CSRPM) farm,"CSRPM farm, Larteh",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MU,41,2200652,English,N/A,Typed,no type status,"Anti-asthmatic; treating coughs and colds; antipyretic, for dysentery; Applied topically-arthritics",N/A,N/A,"Uses: Anti-asthmatic; treating coughs and colds; antipyretic, for dysentery; Applied topically-arthritics",N/A,"The plant specimen appears moderate in size with multiple stems and leaves, affixed to a herbarium sheet, without visible soil or reproductive structures",
0240_V0570163F.jpg,Field Museum of Natural History Specimen,G. C. D. Bridson,N/A,(Division): Angiospermae,Combretaceae,Terminalia,glaucescens,N/A,Planch. ex Benth. 1849,N/A,1972,Terminalia glaucescens,N/A,,N/A,12/10/1972,12-10-1972,Ghana,GH,Volta Region,N/A,Ho,"Ho, Volta Region",N/A,N/A,N/A,Unsure,Unsure,Unsure,N/A,N/A,N/A,N/A,2007210,N/A,English,N/A,Typed,no type status,"Tree, 6 feet in height, fruit green turning yellow or brownish yellow",N/A,N/A,Specimen is part of the Ghana Herbarium,,There is a single plant specimen mounted on the sheet; no soil visible; the sample size appears moderate,
0241_V0597626F.jpg,Plants of Kenya,Amanda Koch,"Wilson Sadoyo, AK61",(Division): Magnoliophyta,Fabaceae,Vachellia,reficiens,N/A,(Vatke) Seigler & Ebinger,Patrick Muthoka,"November 02, 2003",Vachellia reficiens,Acacia reficiens var. misera (Vatke) Brenan,,N/A,"October 22, 2003",22-10-2003,Kenya,KE,Kajiado District,N/A,Oloishobor,Kenya: Kajiado District; Oloishobor,Oloishobor,Dry bushland,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2309478,N/A,English,N/A,,no type status,Maasai Name: Oldepe,N/A,N/A,"Det. By: Patrick Muthoka November 02, 2003","Collected in collaboration with the University of Nairobi Herbarium and Botany Department, Chinese Campus","The plant specimen appears to include multiple stems mounted onto the sheet, with no soil present. The sample looks moderate in size.",
0242_V0588237F.jpg,Digitaria pennata (Hochst. ex A.Rich.) Stapf,N/A,N/A,(Division): Magnoliophyta,Poaceae,Digitaria,scalarum,N/A,(Schweinf.) Chiov.,N/A,N/A,Digitaria scalarum (Schweinf.) Chiov.,Digitaria pennata (Hochst. ex A.Rich.) Stapf,,N/A,25.12.1957,25-12-1957,Kenya,KE,N/A,N/A,N/A,Tsavo - Taita Andei,Tsavo - Taita Andei,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2077,1559644,English,N/A,Handwritten,no type status,N/A,N/A,N/A,N/A,N/A,"The plant specimen appears to be mounted on a sheet with several components including roots, stems, and seed heads, indicating a moderate size.",
0243_V0606921F.jpg,Field Museum of Natural History - 1864166 ,A. Katende,N/A,(Division): Magnoliophyta ,Sapotaceae,Englerophytum,tenuifolium,N/A ,(Engl.) Gilli,A. Katende,"(Not provided on label, thus) N/A",Englerophytum tenuifolium,N/A,,Tapinanthus,16/7/87,16-07-1987,Kenya,KE,Kitui,N/A,N/A,4 kilometers northeast of Kangondi on road to Embu,"Road to Embu, Kangondi",Thicket,N/A,"ca. 4,500 feet",N/A,Approximately 1372 meters,N/A,N/A,N/A,N/A,1487,1864166,English,N/A,(Appears to be a mix of handwritten and typed),No type status,Ending with “…” implies label may be missing additional text; unsure and check,N/A ,N/A,"Specimen is from ""The East African Herbarium Nairobi (E.A.H. & F.R.O.)""",N/A,There appears to be a single plant specimen mounted on the sheet without any visible soil. The size of the specimen looks moderate.,
0244_V0570471F.jpg,The Field Museum Herbarium Specimen,Edgar A. Mearns,N/A,(Division): Tracheophyta,Brassicaceae,Erysimum,cheiranthoides,N/A,L.,N/A,N/A,Erysimum cheiranthoides L.,N/A,,N/A,September 5-6 / 1909,05-09-1909 to 06-09-1909,Kenya,KE,N/A,N/A,N/A,"Vicinity of Thika, British East Africa",Thika,N/A,N/A,about 1320 meters,1320,1320,N/A,N/A,N/A,N/A,11146,463287,English,N/A,Handwritten,no type status,N/A,N/A,N/A,N/A,Smithsonian Institution,"The plant specimen mounted on the herbarium sheet appears to be a single, moderate-sized specimen without any visible soil.",
0245_V0570108F.jpg,Herbarium Field Museum,GJ. M'Ewen,N/A,(Division): N/A,Combretaceae,Combretum,schumannii,N/A,Engl.,N/A,N/A,Combretum schumannii Engl.,N/A,,N/A,XI-35,01-11-1935,Kenya,KE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,580,856357,English,N/A,,no type status,N/A,N/A,N/A,N/A,N/A,"The herbarium sheet appears to have multiple stems and leaves mounted, all belonging to a single specimen of moderate size, with no soil present.",
0246_V0565514F.jpg,"Seashore Plants of Kenya, Aerva lanata (L.) Juss. ",J.D. Sauer,N/A,(Division): Magnoliophyta,Amaranthaceae,Aerva,lanata,N/A,(L.) Juss.,N/A,N/A,Aerva lanata (L.) Juss.,Amaranthus lanatus L.,,N/A,15 June 1963,15-06-1963,Kenya,KE,Coast Province,Kwale District,near Mombasa,"Beach ridge, shallow open coast, Bumburi Beach, N of Mombasa","Beach ridge, Bumburi Beach, north of Mombasa",shallow open coast,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3914,595567,English,N/A,Typed,no type status,N/A,N/A,N/A,N/A,N/A,The specimen appears moderate in size and consists of multiple plant stems mounted on a sheet; there is no visible soil.,
0247_V0576279F.jpg,Plants of Kenya,R.A. Maas Geesteranus,N/A,(Division): Magnoliophyta,Cyperaceae,Pycreus,sanguinolentus,N/A,(Vahl) Nees,N/A,N/A,Pycreus sanguinolentus (Vahl) Nees,Pycreus sanguinolentus (Vahl) Nees,,"Dombeya mastersii, Olea hochstetteri",d.d. 14-VI-1949,14-06-1949,Kenya,KE,Nyanza Province,,N/A,"Tinderet Forest Reserve, Camp I","Tinderet Forest Reserve, Camp I","Glade surrounded by rather open, tall forest",soil,2260 meters,2260 meters,2260,"lat. 0° 5' S., long. 35° 27' E.",-0.08333,35.45000,The Field Museum,4924,1447352,English,"Label text in English, except for ""d.d."" (datum datum) which is Latin for ""given date"" and Leg. which stands for ""Legit"" meaning ""collected by""",Typed,no type status,erect herb; scattered,N/A,N/A,"Expedition to Equatorial East Africa organized by R. E. Fries, sponsored by Ernest Coe & Mrs. Reese Havens, The Field Museum","Ernest Coe & Mrs. Reese Havens, The Field Museum",The plant specimen appears moderate in size with no visible soil; two individual specimens are mounted on the sheet,
0248_V0606178F.jpg,Field Museum of Natural History Flora of Kenya,R.B.,A.J. Faden,(Division): Magnoliophyta,Rutaceae,Toddaliopsis,bremekampii,N/A,(Engl.) B.H.M. Meeuse & S.M. Albers,J.O. Kokwaro,N/A,Toddaliopsis bremekampii [Source: Tropicos (https://www.tropicos.org/name/28100496)],Toddaliopsis kirkbridei [Source: Tropicos (https://www.tropicos.org/name/28100496)],,N/A,7 March 1977,1977-03-07,Kenya,KE,Kwale District,N/A,N/A,"Shimba Hills, Chale Peninsula, ca. 20 kilometers from Coast","Shimba Hills, Chale Peninsula",Coastal rag forest with Cynometra,N/A,ca. 45 meters,45 meters,45 meters,4°25'S 39°23'E,-4.4167,39.3833,N/A,77/111,2153520,English,N/A,Typed,no type status,N/A,N/A,Fruiting,Confirmed by J.O. Kokwaro,N/A,"The specimen appears to be a single plant, leaves range in color from green to yellow and brown tones, and the overall condition looks moderate in size",
0249_V0578764F.jpg,Plants of Africa,E. B. Bartram,N/A,(Division): Tracheophyta,Poaceae,Hyparrhenia,diplandra,N/A,(Hack.) Stapf,N/A,N/A,Hyparrhenia diplandra (Hack.) Stapf,Andropogon diplandrus,,N/A,"June 8-9, 1934",08-06-1934/09-06-1934,Kenya,KE,N/A,N/A,Mathiaga,"Mathiaga, near Nairobi",Mathiaga,N/A,N/A,"Alt. 1,700 meters",N/A,"1,700 meters",N/A,N/A,N/A,N/A,2,2074762,English,N/A,Typed,no type status,N/A,N/A,N/A,N/A,Smithsonian Institution,"There are multiple plant specimens mounted on the sheet, no soil present, the sample size looks moderate.",
0250_V0040586F.jpg,Holotype of Gustavia scalarinervia D. R. Simpson,Narciso Reyna,N/A,(Division): Magnoliophyta,Lecythidaceae,Gustavia,scalarinervia,N/A,D. R. Simpson,D. R. Simpson,1975,Gustavia scalarinervia D. R. Simpson,N/A,,N/A,15 diciembre 1967,15-12-1967,Peru,PE,Loreto,Maynas,N/A,"""Cachuela marrilla"" arborel, bosque humedo tropical, Santa María - Río Nanay, distr. Alto Nanay, dept. Loreto, prov. Maynas","Santa María - Río Nanay, Alto Nanay",tropical moist forest,N/A,150 meters,N/A,150 meters,N/A,N/A,N/A,N/A,240,1734105,English,N/A,Typed,Holotype,Trees of Peru,N/A,N/A,"""Carahuasca amarilla"" - tree",U.S. Forest Products Laboratory and Servicio Forestal del Peru,The plant specimen appears to be moderate in size with multiple leaves mounted on a sheet,
0251_V0081497F.jpg,Holotype Galvezia eisiensii M.O. Dillon & Quipuscoa,M. O. Dillon,D. Dillon,(Division): N/A,Scrophulariaceae,Galvezia,eisiensii,N/A,M.O. Dillon & Quipuscoa,M.O. Dillon & Quipuscoa,N/A,Galvezia eisiensii M.O. Dillon & Quipuscoa,Galvezia fruticosa Gmel.,,N/A,1 Nov 1983,01-11-1983,Peru,PE,Arequipa,Caraveli,N/A,"Lomas of Atiquipa, ca. 105 kilometers north of turn-off to Atiquipa, 184 kilometers south of Lima.",Lomas of Atiquipa,N/A,N/A,ca. 150-200 meters,200 meters,150 meters,N/A,N/A,N/A,N/A,3776,1940835,English,N/A,Typed,holotype,"Erect, glutinous shrub to 0.75 meters; flowers red.",N/A,N/A,Distributed by Field Museum of Natural History,Field Museum and the National Geographic Society (Grant No. 2700-81),The plant specimen looks moderate in size and includes several branches with leaves and flowers,
0252_V0042484F.jpg,Field Museum of Natural History - Botany Department (7 Field Museum specimens),Gustav Wallis,N/A,(Division): Tracheophyta,Clusiaceae,Tovomita,rubrivinea,N/A,Piper,F. Pax (Ferdinand Pax),N/A (The date of identification is not given on the label),Tovomita rubrivinea Piper,Tetrorchidium rubrivineum var. genuinum Müll.Arg.,,N/A,1876,1876 (exact day and month are not provided),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Botany,60787,875422,Latin and English,"The scientific name and authorship are presented in Latin, while the rest of the information is in English",,"Yes, Isosyntype",Isosyntype of Tetrorchidium rubrivineum var. genuinum Müll.Arg.,N/A,N/A,N/A,N/A,There appears to be one moderate-sized plant specimen mounted on the sheet,
0253_V0092855F.jpg,Amorimia camporum ,Jose Campos,O. Díaz,(Division): Tracheophyta,Malpighiaceae,Amorimia,camporum,N/A,W.R. Anderson,W. R. Anderson,17-02-2006,Amorimia camporum W.R. Anderson,N/A,,Trepoandora; flor amarilla. (Translated: Trepoandora; yellow flower.),9 Febrero 1996,09-02-1996,Peru,PE,Cajamarca,San Ignacio Province,N/A,Distrito Chirinos: Entre La Cataqua y Tablón,"Chirinos District, between La Cataqua and Tablón",N/A,N/A,550 - 650 metros,650,550,05°19'S; 078°47'W,-5.31667,-78.78333,N/A,2490,2296033,Spanish,"The original label contains Spanish language terms such as ""febrero"" (February) and ""flor amarilla"" (yellow flower).",Typed,isotype,Trepoandora; flor amarilla. (Translated: Trepoandora; yellow flower.),N/A,flor amarilla (Translated: yellow flower),N/A,Missouri Botanical Garden Herbarium (MO),"The plant specimen appears to be a moderate-sized herbarium sheet with multiple plant specimens mounted, including leaves and a flowering branch.",
0254_V0078059F.jpg,Isolectotype of Nolana spathulata Ruiz & Pavón,Ruiz & Pavón,N/A,(Division): N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nolana spathulata Ruiz & Pavón,,N/A,(1778-1788),N/A,Peru,PE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,845155,Latin,"The label appears to be in Latin reading ""Plante a Ruiz et Pavón in vice-regno Peruviano et Chilensi lectae""",Typed,Isolectotype,N/A,N/A,N/A,The label notes that it is an isolectotype designated by T. Mesa in 1999,N/A,There appears to be a single moderate-sized specimen mounted on a sheet.,
0255_V0092864F.jpg,"Field Museum of Natural History - Plant Specimen,",Camilo Diaz,Antonio Peña,(Division): N/A,Symplocaceae,Symplocos,ovata,N/A,Ståhl,B. Ståhl,N/A,Symplocos ovata Ståhl,N/A,,N/A,4 Diciembre 1996,04-12-1996,Peru,PE,Amazonas,Luya Province,N/A,Camnorep dully thapac Canada pasta,"Camporedondo, Tullanya, Pascana ""Pájaro Tigre""",N/A,N/A,2850–2360 meters,2860 meters,2850 meters,N/A,N/A,N/A,Not provided on label,8090,2296023,Spanish,The event date is written in Spanish (4 Diciembre 1996),Typed,Isotype,Liana con frutos verdes Pecíunculos largos,N/A,N/A,The specimen is identified as an isotype of Symplocos ovata Ståhl,John D. and Catherine T. MacArthur Foundation,"The specimen is a single mounted plant specimen with visible leaves and fruiting structures, assessing the size is difficult due to lack of scale but appears to be moderate based on included scale bar",
0256_V0092900F.jpg,Isotype of Bomarea purpurea (Ruiz & Pavón) Herb.,Hipólito Ruiz López and José Pavón,N/A,(Division): Tracheophyta,Alstroemeriaceae,Bomarea,purpurea,N/A,(Ruiz & Pav.) Herb.,Hofreiter,2007,Bomarea purpurea (Ruiz & Pav.) Herb.,Alstroemeria purpurea Ruiz & Pav.,,N/A,1775-1788,1775-1788,Peru,PE,N/A,N/A,N/A,In viceregency of Peruviano and Chilensi,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Field Museum of Natural History (F),N/A,916119,Latin,"The label contains text in Latin, which has been translated",Handwritten,Isotype,N/A,N/A,N/A,N/A,N/A,It appears to be a single plant specimen mounted on the sheet; there is no soil visible; the sample size looks moderate,
0257_V0092906F.jpg,"Boraginaceae Studies, Isotype of Lithospermum leymebambense",V Quipuscoa S,"A Segategui, G Leiva, M Bejarano C",(Division): Magnoliophyta,Boraginaceae,Lithospermum,leymebambense,N/A,Weigend & Nürk,Weigend & Nürk,(N/A or unsure),Lithospermum leymebambense Weigend & Nürk,Lithospermum cinerascens (A.DC.) Johnst.,,N/A,20 ago 1998,20-08-1998,Peru,PE,Amazonas,Luya,N/A,"Distrito Leymebamba, carretera a Celendin, entre Ishpingo – Pomacocha Bosque montano fragmentado",Bosque montano fragmentado,Montane forest,N/A,2800 - 3000 meters ,3000 meters,2800 meters,N/A,N/A,N/A,Field Museum of Natural History,13778,221679,Spanish,N/A,Typed,Isotype,"Arbol to 12 meters de alto Flores verde-amarillentas (Tree up to 12 meters high, Flowers green-yellowish)",N/A,Flowering,N/A,Centro para la Investigación de la Diversidad Biológica y Cultural de los Bosques Pluviales Andinos (DIVA),"The plant specimen appears to be a single mounted specimen approximately 12 meters tall when it was collected, flowering condition is noted, no soil is present",
0258_V0092915F.jpg,,Llewellyn Williams,N/A,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,
0259_V0092918F.jpg,Herbarium Horti Botanici Matritensis ,Ruiz & Pavón,N/A,(Division): N/A,Marcgraviaceae,Marcgraviastrum,obovatum,N/A,(A. DC.) Bedell,G. E. Bedell,1982,Marcgraviastrum obovatum (A. DC.) Bedell,Marcgravia macrocarpa Gleason ,,N/A,1778-1788,1778-01-01/1788-12-31,Peru,PE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,COL,N/A,842395,Latin ,The specimen label includes Latin and some modern annotations that may include another language such as English or Spanish.,Handwritten,Isotype,N/A,N/A,N/A,The specimen appears to have an isotype label with a determination note from Utrecht VIII 1982 by G. E. Bedell and a note from D. Aristizábal-C on 10/2010.,N/A,"The plant specimen looks moderate in size and consists of what appears to be a single leaf and smaller fragment, possibly a piece of the stem or petiole. There seems to be no soil or other plant specimens present.",
