Image,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus,accessURI
0037_C0090150F.jpg,"N. Hladun, H. T. Lumbsch & A. Henssen",N. Hladun,"H. T. Lumbsch, A. Henssen",925d,1983/05/24,1983-05-24,N/A,Acarospora,Acarospora,N/A,N/A,N/A,Spanien,Catalunya,Prov. Gerona,"Les Torruelles, bei Torroella de Fluvia","Les Torruelles, bei Torroella de Fluvia, auf Grauwacken im Kalkfelsmoor","Les Torruelles, bei Torroella de Fluvia, on graywacke in limestone fen",limestone fen,N/A,N/A,N/A,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2541/841/C0090150F.jpg
0048_C0090526F.jpg,H.T. Lumbsch,H.T. Lumbsch,N/A,8890,10.5.1983,1983-05-10,1983-05-10,Bellemerea,Bellemerea,N/A,N/A,N/A,Italien,Südtirol,N/A,"Vinschgau, Gomagoi","Italien, Südtirol. Vinschgau, Gomagoi, E des Ortes.","Italien, Südtirol. Vinschgau, Gomagoi. East of town",N/A,N/A,N/A,N/A,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2116/101/C0090526F.jpg
0049_C0090341F.jpg,"T. FEURER, H. HERTEL & H. KILLIAS",T. Feurer,H. Hertel & H. Killias,282,12.X.1977,1977-10-12,N/A,Buellia schaereri DNOT.,Buellia schaereri DNOT.,N/A,N/A,N/A,ITALIEN (Italy),Südtirol,N/A,N/A,"Dolomiten, Rosengarten-Gruppe, Purgametsch-Tal (an der Autostraße zwischen Nigerpaß und Tiers), nahe der Abzweigung des Sträßchens ins Tscharmin-Tal bei Rungun, 1220 m.","Dolomiten, Rosengarten-Gruppe, Purgametsch-Tal (along the highway between Nigerpass and Tiers), near the fork of the small road into Tscharmin-Tal at Rungun",Light larch stand on alpine pasture ground,1220 m.,N/A,N/A,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2116/004/C0090341F.jpg
0042_C0095075F.jpg,Henry A. Imshaug,Henry A. Imshaug,N/A,60155,3 October 1976,1976-10-03,N/A,Xanthoria fallax (Hepp) Arn.,Xanthoria fallax (Hepp) Arn.,N/A,N/A,Acer,United States,Michigan,Chippewa County,Drummond Island,"CHIPEWA COUNTY (DRUMMOND ISLAND): Along road at Drummond airport, Sec. 25, T. 42 N., R. 5 E.","Along road at Drummond airport, Section 25, Township 42 North, Range 5 East",N/A,N/A,46° 01' N and 83° 44' W.,N/A,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2117/162/C0095075F.jpg
0034_C0055249F.jpg,H. Mietzsch,H. Mietzsch,N/A,6246,27.8.1988,1988-08-27,N/A,Baeomyces fungoides Sw.,Baeomyces fungoides Sw.,N/A,N/A,N/A,Schweiz,Graubünden,Unterengadin,Zernez,"Schweiz, Graubünden, Unterengadin, TK 25: 1218 Zernez, Marangun, Sursaas","Marangun, Sursaas",auf Erde,2150-2300 m alt.,N/A,N/A,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2115/976/C0055249F.jpg
0043_C0089982F.jpg,H. Mietszsch,H. Mietszsch,N/A,6983,26.8.1989,1989-08-26,N/A,Xanthoparmelia somloensis (Gyelnik) Hale,Xanthoparmelia somloensis (Gyelnik) Hale,N/A,N/A,N/A,Schweiz,Graubünden,N/A,1236 Savognin,"Albulatal, TK 25: Strasse von Latsch nach Stugl",Road from Latsch to Stugl,N/A,1600 m alt.,N/A,N/A,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2116/988/C0089982F.jpg
0044_C0090059F.jpg,leg. Aino Henssen,Aino Henssen,N/A,21 931 a,29.8.1971,1971-08-29,1971-08-29,Xanthoria elegans (Link) Th. Fr.,Xanthoria elegans (Link) Th. Fr.,N/A,N/A,N/A,SCHWEIZ,Graubünden,N/A,N/A,"Graubünden, Albula pass, auf Dolomit","Graubünden, Albula pass, on dolomite",N/A,2000 m ü.M.,N/A,N/A,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2117/053/C0090059F.jpg
0047_C0095147F.jpg,William L. Culberson,William L. Culberson,N/A,22403,9.VIII.1996,1996-08-09,1996-08-09,Xanthoria polycarpa (Ehrh.) Rieber,"Polycauliona polycarpa (Hoffm.) Frödén, Arup & Søchting",R. J. Salm,7 July 2019,N/A,USA,Washington,Spokane County,Spokane,"In urbe Spokane, loco Riverside State Park. Ad ramunculos fruticis in Pineto (Pinus ponderosa).",Riverside State Park,N/A,N/A,N/A,N/A,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2117/224/C0095147F.jpg
0038_C0052862F.jpg,G. Follmann,G. Follmann,N/A,N/A,N/A,N/A,N/A,Abrothallus parmeliarum (SOMM.) ARN. (anam. Vouauxiomyces cartesoni HAWKSW.) Patellariaceae,Abrothallus parmeliarum (SOMM.) ARN. (anam. Vouauxiomyces cartesoni HAWKSW.),G. Follmann,(TV/1985),N/A,Deutschland (Germany),Rheinland-Pfalz,N/A,N/A,"Deutschland, Rheinland-Pfalz: zerstreut in der Oberinde der Lagerlappen von Hypogymnia physodes (L.) NYL., 450 m, NW – SW, pH 6,0; Heckengürtel am Südfuß des Schirzheimer Kopfes zwischen Gerolstein und Prüm in der Hocheifel","Oberinde der Lagerlappen von Hypogymnia physodes, Heckengürtel am Südfuß des Schirzheimer Kopfes zwischen Gerolstein und Prüm in der Hocheifel",N/A,450 m,N/A,N/A,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2541/654/C0052862F.jpg
0039_C0052873F.jpg,H.T. Lumbsch & E. Mietzsch,H.T. Lumbsch,E. Mietzsch,5135 b,24.5.1987,1987-05-24,N/A,Buellia punctata (Hoffm.) Massal.,Amandinea punctata (Hoffm.) Coppins & Scheid.,R. J. Salm,3 July 2019,N/A,BRD,Rheinland-Pfalz,Landkreis Mainz/Bingen,6013 Bingen,"Tk 25: 6013 Bingen, Ockenheimer Hörnchen",Ockenheimer Hörnchen,N/A,N/A,N/A,N/A,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2541/662/C0052873F.jpg
0040_C0053240F.jpg,leg.: ,N/A,N/A,MTB5608,9.7.90,1990-07-09,1990-07-09,Aspicilia caesiocinerea NyL. ex Malbr.,"Circinaria caesiocinerea (NyL. ex Malbr.) A. Nordin, Savic & Tibell",R. J. Salm,3 July 2019,N/A,N/A,N/A,N/A,N/A,"Loc.: D RP, EIFEL, NATPAL N, 450m","D RP, Eifel, Natpal N, 450 meters",N/A,450m,N/A,8000,Mix of Handwritten and Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2541/724/C0053240F.jpg
0041_C0053210F.jpg,H.T. Lumbsch & E. Mietzsch,H.t. lumbsch,E. mietzsch,5127 a,24.5.1987,1987-05-24,1987-05-24,Aspicilia contorta,"Circinaria contorta (Hoffm.) A. Nordin, Savic & Tibell",R. J. Salm,3 July 2019,N/A,BRD,Rheinland-Pfalz,Landkreis Mainz-Bingen,N/A,"Tk 25: 6014 Ingelheim am Rhein, Weg von Gau-Algesheim zum Ockenheimer Hörnchen","Tk 25: 6014 Ingelheim am Rhein, Weg von Gau-Algesheim zum Ockenheimer Hörnchen",An Mörtel,N/A,N/A,N/A,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2541/704/C0053210F.jpg
0045_C0090185F.jpg,"H.T. Lumbsch, E. Mietzsch & C.",H.T. Lumbsch,"E. Mietzsch, C.",7103 f,19.11.1989,1989-11-19,1989-11-19,Xanthoparmelia conspersa (Ach.) Hale,Xanthoparmelia conspersa (Ach.) Hale,N/A,N/A,N/A,Deutschland,Hessen,N/A,"Stadt Wiesbaden, Dotzheim","TK 25: 5925 Wiesbaden, Dotzheim, Felsen am Weilburger Bach.","TK 25: 5925 Wiesbaden, Dotzheim, rocks near Weilburger Bach",N/A,N/A,N/A,N/A,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2117/105/C0090185F.jpg
0032_C0090105F.jpg,H.T. Lumbsch,H.t. lumbsch,N/A,12159,26.08.2001,2001-08-26,N/A,Arctoparmelia centrifuga,Arctoparmelia centrifuga,N/A,N/A,N/A,NORWEGEN,Sogn og Fjordane,N/A,Jotunheimen,"Sogn og Fjordane. Jotunheimen, alpine Matten an der Straße 55 zwischen Turtegrö und Hervassbu","Jotunheimen, alpine meadows along road 55 between Turtegrö and Hervassbu",N/A,1400 m alt.,N/A,Nr. 12159,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2541/809/C0090105F.jpg
0004_C0020034F.jpg,R. M. Schuster,R. M. Schuster,N/A,68-1644,Aug. 17 68,1968-08-17,N/A,Anastrophylum minutum + gemm.,Anastrophylum minutum,N/A,N/A,Diplophyllum taxifolium + gemmae 68-1644a,Newfoundland,N/A,N/A,N/A,"Along Humber R., in Squires Memorial Park, near Rte 1A.","Along Humber River, in Squires Memorial Park, near Route 1A",N/A,N/A,N/A,N/A,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/444/531/C0020034F.jpg
0001_C0020052F.jpg,R. M. Schuster & K. Damsholt,R. M. Schuster,K. Damsholt,82-1049,July 3.,1982-07-03,N/A,Anastrophylum minutum (SCHREB.)SCHUST. v. grandis (GOTT.)SCHUST.,Anastrophylum minutum v. grandis (SCHUST.),R. M. Schuster,1982,Cephalozia bicuspidata (L.) DUM.,Greenland,South Greenland,N/A,Frederiksdal,"Frederiksdal 60°00'N lat., 44°40'W. long.",Frederiksdal,N/A,N/A,"60°00'N lat., 44°40'W. long.",S1,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/444/535/C0020052F.jpg
0002_C0025138F.jpg,R. M. Schuster,R. M. Schuster,N/A,9067,June 30 1951,1951-06-30,1951-06-30,"Frullania asagrayana Mont., male, can per. Plagiochila tridenticulata Dum. (traces)",Frullania asagrayana Mont. ,N/A,N/A,N/A,United States of America,North Carolina,N/A,N/A,"Balsam Gap, N.C., ca. 25 mi. n. of Asheville, along Blue Ridge Parkway","Balsam Gap, approximately 25 miles north of Asheville, along Blue Ridge Parkway",On Abies fraseri,5220-5260 feet,N/A,N/A,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/445/656/C0025138F.jpg
0003_C0025164F.jpg,R. M. Schuster,R. M. Schuster,N/A,79-488,April 14 19 79,1979-04-14,N/A,Frullania asagrayana,Frullania asagrayana,R. M. Schuster,N/A,N/A,United States,Arkansas,Stone,N/A,"Ozark Natl. Forest. Barkshed Camp, ca. 10 mi E. of Big Flat.","Ozark National Forest, Barkshed Camp, approximately 10 miles East of Big Flat.",N/A,N/A,N/A,N/A,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/409/473/C0025164F.jpg
0000_C0000578F.jpg,"John J. Engel, Matt von Konrat & John E. Braggins",John j. engel,Matt von konrat & john e. braggins,23773,12 February 2003,2003-02-12,N/A,Telaranea lindenbergii var. papillata Engel & Merr.,Telaranea lindenbergii var. papillata Engel & Merr.,Engel & Merr.,N/A,"Blechnum novae-zelandiae, Weinmannia, Dicksonia squarrosa, Leptospermum scoparium",New Zealand,Auckland,N/A,N/A,"NORTH ISLAND. AUCKLAND PROV.: Whareorino Forest, start of track to Leitch's Hut","Whareorino Forest, start of track to Leitch's Hut","On clayey bank with Blechnum novae-zelandiae overhang, Weinmannia and Dicksonia squarrosa dominant canopy and occasional Leptospermum scoparium",280 m,"38° 24.5' S., 174° 49.8' E.",1173554,Typed,holotype,https://fm-digital-assets.fieldmuseum.org/276/684/C0000578F.jpg
0007_C2079898F.jpg,Marko Lewis,Marko,N/A,768-6841,21-22 November 1978,1978-11-21,1978-11-22,Kindbergia praelonga (Hedw.) Ochyra,Kindbergia praelonga (Hedw.) Ochyra,V. C. Steere,N/A,N/A,Ecuador,Imbabura,N/A,N/A,"Wet bank of runoff ravine. E side of Cerro Cotacachi, NW of Otavalo","Wet bank of runoff ravine, East side of Cerro Cotacachi",Wet bank of runoff ravine,3750 m.,"0°22'N, 78°20'W",N/A,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2535/382/C2079898F.jpg
0006_C2077559F.jpg,Marko Lewis,Marko,N/A,70-8163,8 December 1978,1978-12-08,1978-12-08,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata (Hedw.) P. Beauv.,Erwin de Luna,1992,N/A,Ecuador,Azuay,N/A,N/A,"""Area Nacional de Recreación ""Cajas"", forested hills S. of ""Surrocucho"" (Laguna Llaviucu), S of Sayausí""","Area Nacional de Recreación ""Cajas"", forested hills south of ""Surrocucho"" (Laguna Llaviucu), south of Sayausí",Forested hills,3240 m.,N/A,1065433,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2537/873/C2077559F.jpg
0100_C2077563F.jpg,"León, B. and A. Mille","León, B.",A. Mille,4659,N/A,N/A,N/A,Hedwigia albicans (Web.) Lindb.,Hedwigia ciliata (Hedw.) P. Beauv.,Erwin de Luna,1982,N/A,N/A,N/A,N/A,N/A,environs de Quito.,environs de Quito,N/A,4659 pp.,N/A,1039453,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2537/883/C2077563F.jpg
0101_C2077564F.jpg,L. Benoist,L. benoist,N/A,N/A,"27 mars 1930, v-1930",1930-03-27,1930-03-27,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata (Hedw.) P. Beauv.,Det. Efraín De Luna,1992,N/A,Equateur,N/A,N/A,Quito,Sur rocher calcaire. Quito.,Sur rocher calcaire,N/A,N/A,N/A,1035455,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2537/887/C2077564F.jpg
0102_C2077565F.jpg,R. S. Williams,R. S. Williams,N/A,1855,"April 30, 1902",1902-04-30,N/A,Pachyphytum rhodsonii (S.Wats.) J.M. Coult.,Sedum rhodsonii (S.Wats.) J.M. Coult.,Erwin F. de Luna,1992,N/A,Bolivia,N/A,N/A,"Unclear, seems to be referencing ""near Pilincho,"" require verification if municipality is meant or it is a locality descriptor.","near Pilincho, 3,700 meters",near Pilincho,N/A,"3,700 meters",N/A,1003454,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2537/891/C2077565F.jpg
0103_C2077566F.jpg,Marko Lewis,Marko Lewis,N/A,79-1237A,22 March 1979,1979-03-22,N/A,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata (Hedw.) P. Beauv.,Elin De Luna,1992,N/A,Bolivia,Depto. La Paz,Prov. Larecaja,N/A,Near large red out-crop 2 mi. from Sorata down Rio Consata,Near large red outcrop 2 miles from Sorata down Rio Consata,"Bromeliad habitat, abundant on rock faces of exposed cliffs",2630 m.,N/A,1032221,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2537/895/C2077566F.jpg
0104_C2077567F.jpg,Marko Lewis,Marko Lewis,N/A,79-1232,22 March 1979,1979-03-22,N/A,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata (Hedw.) P. Beauv.,E. De Luna,1982,N/A,Bolivia,Departamento La Paz,Provincia Larecaja,N/A,"DEPTO. LA PAZ, PROV. LARECAJA: Near large red out-crop 2 mi. from Sorata down Rio Consata, ""15º 41' S, 68º 43' W""",Near large red outcrop 2 miles from Sorata down Rio Consata,Bromeliad-grass habitat on exposed cliffs,2630 m.,"""15º 41' S, 68º 43' W""",1032219,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2537/899/C2077567F.jpg
0105_C2077568F.jpg,Marko Lewis,Marko lewis,N/A,79-1114,6 March 1979,1979-03-06,N/A,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata (Hedw.) P. Beauv.,Erwin De Luna,1992,N/A,Bolivia,Depto. La Paz,Prov. Saavedra,N/A,"On mountain side directly N. of river, beneath Nino Kkove, NW of Chuma","On mountain side directly north of river, beneath Nino Kkove, northwest of Chuma",Humid cliffs and steep slopes,3320 m.,"15° 08' S, 69° 03' W",1032220,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2537/903/C2077568F.jpg
0106_C2077569F.jpg,F. J. Hermann,F. J. Hermann,N/A,25152,"December 27, 1972",1972-12-27,N/A,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata (Hedw.) P. Beauv.,Elinor De Luna,1982,N/A,Bolivia,Cochabamba,Cochabamba,N/A,"On conglomerate boulder on shrubby NW slope of Mt. Tunari, near Liriuni Aguas Termales Hotel, alt. ca. 2700 m.","On conglomerate boulder on shrubby northwest slope of Mount Tunari, near Liriuni Aguas Termales Hotel",N/A,alt. ca. 2700 m.,N/A,1040675,Mix of Handwritten and Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2537/908/C2077569F.jpg
0107_C2077570F.jpg,Ynes Mexia,Ynes Mexia,N/A,6804,"Dec. 2, 1931",1931-12-02,N/A,Pilotrichum subbipinnatifidum Calm.,Pilotrichum subbipinnatifidum Calm.,Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche. Streamlet near mouth of Rio Santiago.,"Above Pongo de Manseriche, streamlet near mouth of Rio Santiago",On fallen log,Alt. 400 m,N/A,1057692,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2537/555/C2077570F.jpg
0108_C2077571F.jpg,Ynes Mexia,Ynes Mexia,N/A,6804,"Dec. 9, 1931",1931-12-09,1931-12-09,Philonotis subulata Lorangtham & Lesq. det. Bartram,Philonotis subulata Lorangtham & Lesq.,Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche. Streamlet near mouth of Rio Santiago.,Above Pongo de Manseriche. Streamlet near mouth of Rio Santiago.,Streamlet,Alt. 400 m.,N/A,N/A,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2537/556/C2077571F.jpg
0109_C2077572F.jpg,A.C. Smith,A.c. smith,N/A,2746,"Dec. 1-6, 1927",1927-12-01,1927-12-06,Pilosium bicolorinum (Mitt.),Pilosium bicolorinum (Mitt.),E. B. Bartram,N/A,N/A,British Guiana,N/A,N/A,N/A,"Basin of Essequibo River, near mouth of Oreo Creek","Basin of Essequibo River, near mouth of Oreo Creek","On decayed wood, in swamp",about 173',N/A,1023751,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2537/557/C2077572F.jpg
0110_C2077573F.jpg,J.Florischtze-de Waard & R.Zielman,J. Florischtze-de Waard,R. Zielman,5315,22-11-1981,1981-11-22,N/A,Pilosium chlorophyllum (Hornsch.) C.Müll.,Pilosium chlorophyllum (Hornsch.) C.Müll.,Rudi Zielman,22-11-1981,N/A,Suriname,Nickerie,N/A,N/A,"area of Kabalebo Dam project, distr. Nickerie, SE from road km 39.5","area of Kabalebo Dam project, southeast from road kilometer 39.5",Secondary wood with Cecropia (boopapaja) on rotting log,ALT. 0-50 m,N/A,1073523,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2537/558/C2077573F.jpg
0111_C2077574F.jpg,J. Fluoroschütz-de Waard & R. Zieltman,J. Fluoroschütz-de Waard,R. Zieltman,5254,d.d. 3-11-1981,1981-11-03,N/A,Pilotrichum chlorophyllum(Hornsch.) C. MÜLL.,Pilotrichum chlorophyllum(Hornsch.) C. MÜLL.,Zieltmann,N/A,N/A,Surinamensis,Suriname,N/A,N/A,"Hab.: area of Kabalebo Dam project, along McKenzie line NW from road km 39.5, P. 51 SWM QU, SE, Savanna forest, on rotting log","area of Kabalebo Dam project, along McKenzie line northwest from road kilometer 39.5",Savanna forest,Alt.: 0 - 50 m.,N/A,1073529,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2537/559/C2077574F.jpg
0112_C2077575F.jpg,"J. Florence, de Waard & R. Zelezman",J. florence,"De waard, R. zelezman",5098,3-10-1981,1981-10-03,N/A,Pilotrichella chrorophyllina (Homomallia) W.R. Buck,Pilotrichella chrorophyllina (Homomallia) W.R. Buck,R. zieleman,3-10-1981,N/A,Suriname,Nickerie,N/A,N/A,"Area of Kabalebo Dam Project, distr. Nickerie, Line W from road 34 km, P. 5-57 cu. SE, SP, Rainforest, on rotting log","Area of Kabalebo Dam Project, line west from road 34 kilometers","Rainforest, on rotting log",0 - 50 m.,N/A,1 073528,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2537/560/C2077575F.jpg
0113_C2077576F.jpg,"J.C. Lindeman, A.H.M. Gorts-van Rijn, M. Jansen-Jacobs & A. Cittert-Kraak",J.c. lindeman,"A.h.m. gorts-van rijn, M. jansen-jacobs, A. cittert-kraak",243 A,3-7-1980,1980-07-03,N/A,Philonotis chlorophylla (Hornsch.) C. Müll.,Philonotis chlorophylla (Hornsch.) C. Müll.,E. Zickerman,21-12,N/A,Suriname,Nickerie,N/A,N/A,"Area of Kabalebo Dam Project, distr. Nickerie","Area of Kabalebo Dam Project, district Nickerie",Forest of km. 28.7,Alt.; 30 - 130 m.,"4° 50' N, 57° 30' 590"" W.",1073527,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2537/561/C2077576F.jpg
0114_C2077577F.jpg,J. Florschütz-de Waard and R. Zieleman,J. Florschütz-de Waard,R. Zieleman,5141,31 October 1981,1981-10-31,N/A,Pilotrichum chlorophyllum (Hornsch.) C. Mull.,Pilotrichum chlorophyllum (Hornsch.) C. Mull.,R. Zieleman,N/A,Astrocaryum,Suriname,Distr. Nickerie,N/A,N/A,"Kabalebo river area, 1 line W. from road km 34.","Kabalebo river area, 1 line west from road kilometer 34",Decaying log in marsh forest,0-50 m,N/A,N/A,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2537/562/C2077577F.jpg
0115_C2077578F.jpg,J. and P.A. Florschütz,J. Florschütz,P.A. Florschütz,4690,18 December 1975,1975-12-18,1975-12-18,Pilotsum chlorophyllum (Hornsch.) C. Muell.,Pilotsum chlorophyllum (Hornsch.) C. Muell.,R. Ziemann and J. Florschütz-de Weard,N/A,N/A,Suriname,Brownsberg,N/A,N/A,"Brownsberg, trail to Leo Val, on rotting log in rainforest.","Brownsberg, trail to Leo Val, on rotting log",rainforest,ca. 500 m.,N/A,1065613,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2537/563/C2077578F.jpg
0116_C2077579F.jpg,H. Cornelissen & S. R. Gradstein,H. Cornelissen,S. R. Gradstein,C076,8 March 1977,1977-03-08,N/A,Pilotrichella schultzeana (Müll. Hal.) Wijk & Margad.,Pilotrichella schultzeana (Müll. Hal.) Wijk & Margad.,J. Florschütz-de Waard,N/A,N/A,Guyana,N/A,N/A,N/A,"Mahdia Hill, 180 km S of Georgetown, 58°40'W","Mahdia Hill, 180 kilometers south of Georgetown",On rotting tree base in mixed rain forest,alt. 0-50 m.,5°20'N 58°40'W,1601586,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2537/564/C2077579F.jpg
0117_C2077580F.jpg,"Snook, Para.",Snook,N/A,321,March 1941,1941-03-00,N/A,"Stereophyllum lobophyllum, Renauld & Cardot",Pilotrichum chortophyllum (Hornsch.) C. Müll. in Broth.,R.R. Ireland and W.R. Buck,1992,N/A,N/A,N/A,N/A,N/A,"H.A. Suter, nr Para","H.A. Suter, near Para",N/A,N/A,N/A,1078188,Mix of Handwritten and Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2537/565/C2077580F.jpg
0118_C2077581F.jpg,Richard Evans Schultes & Isidoro Cabrera,Richard Evans Schultes,Isidoro Cabrera,17922,"Oct. 22, 1951",1951-10-22,N/A,Pilotrichum chlorophyllum (Hornsch.) Jaeg.,Pilotrichum chlorophyllum (Hornsch.) Jaeg.,H. A. Crum,1956,N/A,Colombia,Vaupes,N/A,N/A,"Rio Vaupés: Mitú and vicinity, Cerro Mitú",Cerro Mitú,N/A,N/A,"Lat. 1°0' N, Long. 70°0' W",1055192,Mix of Handwritten and Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2537/566/C2077581F.jpg
0119_C2077582F.jpg,Richard Evans Schultes & Isidoro Cabrera,Richard Evans Schultes,Isidoro Cabrera,14294,"October 4-6, 1951",1951-10-04,1951-10-06,Pilosium chlorophyllum (Hornsch.) C. Müll.,Pilosium chlorophyllum (Hornsch.) C. Müll.,H. A. Crum,1956,N/A,Colombia,Vaupés,N/A,Yapobodá,"Rio Kuduyarí (affluent of Rio Vaupés), Yapobodá, quartzite savannah.",Rio Kuduyarí (affluent of Rio Vaupés),"On rotten logs, quartzite savannah",N/A,N/A,1055491,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2537/567/C2077582F.jpg
0120_C2077583F.jpg,Richard Evans Schultes,Richard Evans Schultes,N/A,12309,June 1951,1951-06-00,1951-06-00,Pilotrichum chlorophyllum (Hornsch.) C. Muell. in Broth.,Pilotrichum chlorophyllum (Hornsch.) C. Muell. in Broth.,Dana G. Griffin III,June 1951,N/A,Colombia,Vaupés,N/A,N/A,"Comisaria del Vaupés, Rio Apaporis, Soratama","Rio Apaporis, Soratama",On trunks,N/A,N/A,N/A,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2537/568/C2077583F.jpg
0121_C2077584F.jpg,Richard Evans Schultes,Richard Evans Schultes,N/A,11128,Dec. 1950,1950-12-00,1950-12-00,Pilotrichum chlorophyllum (Hensch.) C. Muell. in Broth.,Pilotrichum chlorophyllum (Hensch.) C. Muell. in Broth.,Dana Griffin III,Dec. 1950,N/A,Colombia,N/A,N/A,San Jose del Guaviare,San Jose del Guaviare,San Jose del Guaviare,N/A,N/A,N/A,1055489,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2537/569/C2077584F.jpg
0122_C2077585F.jpg,Ynes Mexia,Ynes mexia,N/A,6014,"Aug. 31, 1931",1931-08-31,1931-08-31,Hymenophyllum chlorophyllum (Hitch.) C. Chr.,Hymenophyllum chlorophyllum (Hitch.) C. Chr.,N/A,N/A,N/A,Brazil,N/A,N/A,N/A,"Districto Acre. [""Thomé Assú""; down Rio Acre] 3 km.","Districto Acre, ""Thomé Assú"", down Rio Acre, 3 kilometers",On fallen log,Alt 35 m.,N/A,N/A,Handwritten,no type status,http://fm-digital-assets.fieldmuseum.org/2537/570/C2077585F.jpg
0123_C2077586F.jpg,Ynes Mexia,Ynes mexia,N/A,5914,"July 16, ",1931-07-16,N/A,Pilotrichum Chlorophyllum (Bsch.) Jaeg.,Pilotrichum Chlorophyllum (Bsch.) Jaeg.,N/A,N/A,N/A,Brazil,Pará,N/A,N/A,"Districto Açará, Thome Assú. Japanese Colony.","Districto Açará, Thome Assú, Japanese Colony",On rotting log in woods,Alt. about 30m,N/A,870829,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2537/571/C2077586F.jpg
0124_C2078862F.jpg,"Dana Griffin III, Manuel López Figueiras",Dana Griffin III,Manuel López Figueiras,PV-1525,no date,N/A,N/A,Brachythecium plumosum (Hedw.) BSG,Brachythecium plumosum (Hedw.) BSG,N/A,N/A,N/A,Venezuela,Estado Trujillo,N/A,N/A,"Páramo de Guirigay, arriba del pueblo de La Piedrita. Entre los Caseríos El Blanco y El Carrizal, alrededor A.J.L. 3.20 km N monte adentro","Páramo de Guirigay, above the village of La Piedrita, between the hamlets of El Blanco and El Carrizal, approximately 3.20 kilometers north inward from A.J.L.","Sobre roca húmeda, lecho de riachuelo, a sol",N/A,N/A,1064449,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2539/518/C2078862F.jpg
0125_C2078913F.jpg,P. Dusén,P. Dusén,N/A,5872,22 February 1897,1897-02-22,1897-02-22,Brachythecium albicans (Hedw.) Schimp.,Brachythecium albicans (Hedw.) Schimp.,W. R. Buck,N/A,N/A,Chile,Patagonia occidental,N/A,N/A,Cerro Colorado,Cerro Colorado,N/A,N/A,N/A,B11749,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2539/519/C2078913F.jpg
