Dataset Source,accessURI,modifiedBy,verifiedBy,catalogNumber,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,substrate,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus
EMu Field Museum | African Plants Portal,https://fm-digital-assets.fieldmuseum.org/2433/459/V0573776F.jpg,,,0000_V0573776F.jpg,E. Heller & Mearns,E. Heller,Mearns,8752,"Jan. 16 to Feb. 2, 1909",1909-01-16,1909-02-02,Cyperus maculatus Boeck.,Cyperus maculatus Boeck.,N/A,19.10.1912,N/A,Congo Free State,N/A,N/A,N/A,"""Rhino Camp"", Bahr el Jebel, Lado Enclave, Congo Free State","""Rhino Camp"", Bahr el Jebel, Lado Enclave",N/A,N/A,N/A,N/A,463860,Typed,no type status
EMu Field Museum | Mycology Collections Portal,https://fm-digital-assets.fieldmuseum.org/2161/800/C0272329F.jpg,,,0136_C0272329F.jpg,"Richard W. Pohl, Gerrit Davidse",Richard W. Pohl,Gerrit Davidse,11146,25 September 1968,1968-09-25,N/A,Oplismenus setarius (Lam.) Roem. & Schult.,Oplismenus setarius (Lam.) Roem. & Schult.,N/A,N/A,N/A,Costa Rica,Puntarenas,N/A,N/A,5 KM NW of the Carretera Interamericana in Boruca area,5 kilometers northwest of the Carretera Interamericana in Boruca area,Carpeting the ground at the margin of forest and savanna,soil,elev. 450 m.,N/A,C0272329F,Typed,no type status
EMu Field Museum | Mycology Collections Portal,https://fm-digital-assets.fieldmuseum.org/2161/871/C0272400F.jpg,,,0137_C0272400F.jpg,E. W. D. Holway,E. W. D. Holway,N/A,1789,"Aug. 8, 1901.",1901-08-08,N/A,"Tuburcinia Clintoniae, Kom. 1899: Fungi Rossiae, p. 260. On Streptopus rosens.",Tuburcinia Clintoniae,N/A,N/A,Streptopus rosens,Canada,British Columbia,N/A,N/A,"Glacier, Brit. Columbia,",Glacier,N/A,N/A,N/A,N/A,The Field Museum (F) C0272400F,Typed,no type status
EMu Field Museum | Mycology Collections Portal,https://fm-digital-assets.fieldmuseum.org/2161/875/C0272404F.jpg,,,0138_C0272404F.jpg,leg. F. Bubak,F. Bubak,N/A,3239,Majo,0000-05-00,N/A,Tuburcinia anemones (Pers.) Liro,Tuburcinia anemones (Pers.) Liro,N/A,N/A,Anemones nemorosae,Bohemia,N/A,N/A,Poděbrad,"ad folia viva Anemones nemorosae ad Poděbrad, m. Majo.",ad folia viva Anemones nemorosae ad Poděbrad,N/A,leaves,N/A,N/A,C0272404F,Typed,no type status
EMu Field Museum | Mycology Collections Portal,https://fm-digital-assets.fieldmuseum.org/2184/981/C0272225F_%201.jpg,,,0139_C0272225F_%201.jpg,Harold E. Parks and Joseph P. Tracy,Harold E. Parks,Joseph P. Tracy,13207,"June 3, 1934",1934-06-03,N/A,Parasitic Fungi - Exobasidium Vaccinii (Fuckl.) Wor.,Exobasidium Vaccinii (Fuckl.) Wor.,N/A,N/A,Vaccinium ovatum Pursh,United States,California,Humboldt County,Trinidad,Trinidad.,Trinidad,N/A,N/A,N/A,N/A,C0272225F,Typed,no type status
EMu Field Museum | Mycology Collections Portal,https://fm-digital-assets.fieldmuseum.org/2184/989/C0272229F_%201.jpg,,,0140_C0272229F_%201.jpg,Lee Bonar,Lee Bonar,N/A,890,21 August 1954,1954-08-21,1954-08-21,Exobasidium Vaccinii (Fckl.) Wor. On Arctostaphylos patula Greene.,Exobasidium Vaccinii (Fckl.) Wor.,N/A,N/A,Arctostaphylos patula,United States,California,Shasta County,N/A,"Manzanita Lake, Lassen National Park, Shasta County.","Manzanita Lake, Lassen National Park",N/A,N/A,N/A,N/A,C0272229F,Typed,no type status
EMu Field Museum | Mycology Collections Portal,https://fm-digital-assets.fieldmuseum.org/2184/966/C0272218F_%201.jpg,,,0141_C0272218F_%201.jpg,H. E. Parks and J. P. Tracy,H. E. Parks,J. P. Tracy,238,"Sept. 15, 1930",1930-09-15,N/A,"Exobasidium Vaccinii (Fckl.) Wor. Host, Arbutus Menziesii Pursh.",Exobasidium Vaccinii (Fckl.) Wor.,N/A,N/A,Arbutus Menziesii Pursh.,United States,California,Humboldt County,N/A,"Kneeland, Bald Hills, Humboldt County","Kneeland, Bald Hills",Seriously affecting the young shoots.,N/A,N/A,N/A,C0272218F,Typed,no type status
EMu Field Museum | Mycology Collections Portal,https://fm-digital-assets.fieldmuseum.org/326/926/C0003693F.jpg,,,0142_C0003693F.jpg,H.K.,H.k.,N/A,68/641,5.VIII.1968,1968-08-05,1968-08-05,Crucibulum parvum H.K. 1971 (Typus),Crucibulum parvum H.K. 1971,N/A,N/A,"Cyathea dealbata, Cyathea smithii, Phyllocladus, Podocarpus etc.",New Zealand,N/A,N/A,N/A,"Kuaotunu Valley, Coromandel Peninsula, N.Z.","Kuaotunu Valley, Coromandel Peninsula",In humus unter Cyathea dealbata,humus,N/A,N/A,1017207,Typed,Typus
EMu Field Museum | Mycology Collections Portal,https://fm-digital-assets.fieldmuseum.org/407/128/C0004429F.jpg,,,0143_C0004429F.jpg,Singer,Singer,N/A,B 7463,14 V 1973,1973-05-14,1973-05-14,HYDROCYBE DIMORPHOBASIDIATA Sing. Ad terram in hylaea,HYDROCYBE DIMORPHOBASIDIATA Sing.,N/A,N/A,N/A,Ecuador,Napo,N/A,Lago Agrio,"Napo, Lago Agrio",Lago Agrio,N/A,soil,N/A,N/A,1017827,Typed,TYPE
EMu Field Museum | Mycology Collections Portal,https://fm-digital-assets.fieldmuseum.org/407/130/C0004430F.jpg,,,0144_C0004430F.jpg,Singer M0517,Singer,N/A,M0517,23 II 1988,1988-02-23,N/A,"Hygrocybe fuegiana Sing (= H. rosea, sensu Horak)",Hygrocybe fuegiana Sing,N/A,N/A,"Sphagnum sp., Rubus geoides",Argentina,Tierra del Fuego,Departamento Ushuaia,N/A,"ya. road Ushuaia-Lago Fagnano, SW of highest point","road Ushuaia-Lago Fagnano, southwest of highest point",Gregarious in bog margin,soil,N/A,N/A,F1075922,Typed,Holotype
EMu Field Museum | Mycology Collections Portal,https://fm-digital-assets.fieldmuseum.org/1964/931/C0209265F_3143.jpg,,,0145_C0209265F_3143.jpg,P. Ponce de Leon,P. Ponce de Leon,N/A,296,"September 21, 1978",1978-09-21,1978-09-21,Amanita,Amanita,N/A,N/A,N/A,United States of America,Alaska,N/A,N/A,"At or above timberline, windswept slopes of mountains about 20-30 miles north of Mt. McKinley, with mosses, lichens, Vaccinium spp. and other Ericads.","At or above timberline, windswept slopes of mountains about 20-30 miles north of Mt. McKinley","windswept slopes of mountains with mosses, lichens, Vaccinium spp. and other Ericads",soil,N/A,N/A,C0209265F,Typed,no type status
EMu Field Museum | Mycology Collections Portal,https://fm-digital-assets.fieldmuseum.org/1971/149/C0225578F_7209.jpg,,,0146_C0225578F_7209.jpg,P. Ponce de Leon,P. Ponce de Leon,N/A,303,"September 21, 1978",1978-09-21,1978-09-21,Lycoperdon,Lycoperdon,N/A,N/A,"mosses, lichens, Vaccinium spp., and other Ericads",Alaska,N/A,N/A,N/A,"At or above timberline, windswept slopes of mountains 20-30 miles north of Mt. McKinley","At or above timberline, windswept slopes of mountains 20-30 miles north of Mount McKinley",windswept slopes above timberline,soil,N/A,N/A,C0225578F,Typed,no type status
EMu Field Museum | Mycology Collections Portal,https://fm-digital-assets.fieldmuseum.org/1971/878/C0227005F_7903.jpg,,,0147_C0227005F_7903.jpg,P. Ponce de Leon,P. Ponce de Leon,N/A,267,"September 20, 1978",1978-09-20,1978-09-20,(Agaricaceae) Cap and stem light brown to beige; gills dark brown scales on cap and stem dark brown.,N/A,N/A,N/A,"Albies, Prunus, Betula, Alnus",USA,Alaska,N/A,N/A,"Boggy area south of Yukon, just below the Chatanika River, about 25 miles north of Fairbanks, Alaska. In hummocks composed of grasses, lichens, mosses and Ericads, under Albies, Prunus, Betula and Alnus species.","Boggy area south of Yukon, just below the Chatanika River, about 25 miles north of Fairbanks",In disturbed opening in boggy forest. In hummocks.,soil,N/A,N/A,F1075800,Typed,no type status
EMu Field Museum | Mycology Collections Portal,https://fm-digital-assets.fieldmuseum.org/1976/741/C0237407F_12659.jpg,,,0148_C0237407F_12659.jpg,"Leg. Chr. King, det. Singer",Chr. King,N/A,F1089917,1988,1988-00-00,1988-00-00,Psilocybe muliercula Sing. & Smith,Psilocybe muliercula Sing. & Smith,Singer,N/A,N/A,New Zealand,South Island,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,N/A,C0237407F,Typed,no type status
EMu Field Museum | Mycology Collections Portal,https://fm-digital-assets.fieldmuseum.org/2164/750/C0275073F.jpg,,,0149_C0275073F.jpg,PAUL C. STANDLEY,Paul C. Standley,N/A,82917,"Jan. 9, 1941",1941-01-09,1941-01-09,Phoradendron vitis (Him.) Syle,Phoradendron vitis (Him.) Syle,Arthur,N/A,On Vitis tiliifolia H. & B.,Guatemala,Huehuetenango,N/A,San Rafael Petzal,"Near crossing of Río San Juan Ixtán, east of San Rafael Petzal, alt. about 1730 m.","Near crossing of Río San Juan Ixtán, east of San Rafael Petzal",N/A,N/A,alt. about 1730 m.,N/A,C0275073F,Typed,no type status
EMu Field Museum | Mycology Collections Portal,https://fm-digital-assets.fieldmuseum.org/2164/765/C0275088F.jpg,,,0150_C0275088F.jpg,PAUL C. STANDLEY,Paul C. Standley,N/A,86140,"Feb. 5, 1941",1941-02-05,1941-02-05,Maimia rubi (Scheid. & Holw.) Jacks. On Rubus eriocarpus Liebm.,Maimia rubi (Scheid. & Holw.) Jacks.,George B. Cummins,N/A,Rubus eriocarpus Liebm.,Guatemala,Quezaltenango,N/A,N/A,"Oak-pine forest, above Los Vahos, Cerro Quemado","Oak-pine forest, above Los Vahos, Cerro Quemado",Oak-pine forest,N/A,alt. 2900–3000 m.,N/A,C0275088F,Mix of Handwritten and Typed,no type status
EMu Field Museum | Mycology Collections Portal,https://fm-digital-assets.fieldmuseum.org/2182/433/C0291873F.jpg,,,0151_C0291873F.jpg,E. W. D. Holway,E. W. D. Holway,N/A,27,"Jan. 27, 1915",1915-01-27,1915-01-27,Ravenelia appendiculata Lagerh. & Diet. on Phyllanthus sp.,Ravenelia appendiculata Lagerh. & Diet.,E.B. Mains,N/A,Phyllanthus sp.,Guatemala,Solola,N/A,N/A,"Solola, Guatemala",Solola,N/A,N/A,N/A,N/A,C0291873F,Typed,no type status
EMu Field Museum | Mycology Collections Portal,https://fm-digital-assets.fieldmuseum.org/2161/057/C0264367F.jpg,,,0152_C0264367F.jpg,W.G. Bramley,W.g. Bramley,N/A,N/A,N/A,N/A,N/A,Nectria cinnabarina (Tode ex Fr.) Fr. with Tubercularia vulgaris,Nectria cinnabarina,T. Petch,10 Jan. 1938,Tubercularia vulgaris,N/A,Yorkshire,N/A,Bolton Percy,"On Crataegus, Bolton Percy, Yorkshire.",Bolton Percy,N/A,bark (assumed because the specimen is mentioned to be on Crataegus and this is a common substrate for the mentioned taxa),N/A,N/A,C0264367F,Typed,no type status
EMu Field Museum | Lichen Portal,https://fm-digital-assets.fieldmuseum.org/2117/165/C0095081F.jpg,,,0153_C0095081F.jpg,H. Imshaug & K. Ohlsson,H. Imshaug,K. Ohlsson,49793,9 October 1971,1971-10-09,N/A,Xanthoparmelia mougeotii (Schaer.) Hale,Xanthoparmelia mougeotii (Schaer.) Hale,N/A,N/A,N/A,Chile,Magallanes,N/A,N/A,Scattered Anthobryum and Berberis on low hill near Primera Angostura,low hill near Primera Angostura,N/A,N/A,N/A,"52° 27' S., 69° 36' W.",N/A,Typed,no type status
EMu Field Museum | Lichen Portal,https://fm-digital-assets.fieldmuseum.org/2117/199/C0095120F.jpg,,,0154_C0095120F.jpg,W. L. Culberson & R. Ornduff,W. L. Culberson,R. Ornduff,22943,"September 3, 1998",1998-09-03,N/A,"Xanthoria parietina (L.) Th.Fr. in N. Acta Reg. Soc. Sc. Upsal., ser. 3,3:67. 1861.",Xanthoria parietina (L.) Th.Fr.,W. L. Culberson,N/A,Zyophyllum sp.,South Africa,Western Cape,N/A,N/A,"15 km SE of Oudtshoorn, on the road above Blossoms.","15 kilometers Southeast of Oudtshoorn, on the road above Blossoms",On twigs of Zyophyllum sp.,twigs,N/A,N/A,N/A,Typed,no type status
EMu Field Museum | Lichen Portal,https://fm-digital-assets.fieldmuseum.org/2116/097/C0090513F.jpg,,,0155_C0090513F.jpg,HENRY A. IMSHAUG & FREDERICK H. IMSHAUG,Henry A. Imshaug,Frederick H. Imshaug,31340,21 September 1963,1963-09-21,1963-09-21,Bamblyiospora chloritis (Nyl.) Zahlbr.,Bamblyiospora chloritis (Nyl.) Zahlbr.,N/A,N/A,N/A,Tobago,N/A,N/A,N/A,"Scattered cultivations in clearings of rain forest, ca. 1200 ft., Main Ridge along ""Mt. St. George - Castara Track"" (near Castara)","Main Ridge along ""Mt. St. George - Castara Track"" (near Castara)",Scattered cultivations in clearings of rain forest,N/A,ca. 1200 ft.,N/A,N/A,Typed,no type status
EMu Field Museum | Lichen Portal,https://fm-digital-assets.fieldmuseum.org/2115/765/C0053622F.jpg,,,0156_C0053622F.jpg,Edward M. Wheeler,Edward M. Wheeler,N/A,3901,7 Jan 1989,1989-01-07,N/A,Buellia bahiana Malme on Ilex glabra,Hafellia bahiana (Malme) Sheard,R. J. Salm,20 August 2015,Ilex glabra,United States,Florida,Polk County,N/A,"POLK COUNTY: Tiger Creek Preserve, just to right of Wakeford Road Entrance.","Tiger Creek Preserve, just to right of Wakeford Road Entrance",N/A,bark,N/A,N/A,Lumbsch-3901,Typed,no type status
EMu Field Museum | Lichen Portal,https://fm-digital-assets.fieldmuseum.org/2541/682/C0052970F.jpg,,,0157_C0052970F.jpg,Shirley Tucker,Shirley Tucker,N/A,16863,"March 17, 1977",1977-03-17,N/A,Buellia punctata (Hoffm.) Mass.,Amandinea punctata (Hoffm.) Coppins & Scheid.,R.J. Salm,3 July 2019,Taxodium,United States,Louisiana,St. Tammany Parish,N/A,"Fontainebleau State Park, north shore of Lake Pontchartrain","Fontainebleau State Park, north shore of Lake Pontchartrain",Common on Taxodium,bark,N/A,"30°20'N, 90°03'W",10461,Typed,no type status
EMu Field Museum | Lichen Portal,https://fm-digital-assets.fieldmuseum.org/2541/820/C0090117F.jpg,,,0158_C0090117F.jpg,H. T. Lumbsch,H. T. Lumbsch,N/A,10566 b,14.7.1994,1994-07-14,N/A,Acarospora,Acarospora,N/A,N/A,N/A,USA,Arizona,Gila Co.,N/A,"San Carlos Lake, E exposed slopes above dam, just N of Coolidge","San Carlos Lake, east exposed slopes above dam, just north of Coolidge",On siliceous rocks,rock,N/A,"33°11'N, 110°32'W",Nr. 10566 b,Typed,no type status
EMu Field Museum | Lichen Portal,https://fm-digital-assets.fieldmuseum.org/2541/841/C0090150F.jpg,,,0159_C0090150F.jpg,"N. Hladun, H. T. Lumbsch & A. Henssen",N. Hladun,H. T. Lumbsch & A. Henssen,Nr. 925d,1983/05/24,1983-05-24,1983-05-24,Acarospora,Acarospora,N/A,N/A,N/A,Spanien,Catalunya,Prov. Gerona,Les Torruelles,"bei Torroella de Fluvià, auf Grauwacke in Kalkfels","Les Torruelles, near Torroella de Fluvià, on greywacke in limestone rock",N/A,rock,N/A,N/A,N/A,Typed,no type status
EMu Field Museum | Lichen Portal,https://fm-digital-assets.fieldmuseum.org/2116/101/C0090526F.jpg,,,0160_C0090526F.jpg,leg. H.T. Lumbsch,H.T. Lumbsch,N/A,8890,10.5.1983,1983-05-10,N/A,Bellemerea,Bellemerea,N/A,N/A,N/A,Italien,Südtirol,N/A,N/A,"Vinschgau, Gomagoi, E des Ortes. An Silikatgestein.","Vinschgau, Gomagoi, east of the place",N/A,rock,N/A,N/A,N/A,Typed,no type status
EMu Field Museum | Lichen Portal,https://fm-digital-assets.fieldmuseum.org/2116/004/C0090341F.jpg,,,0161_C0090341F.jpg,"leg. T. Feuerer, H. Hertel & H. Kilias",T. Feuerer,H. Hertel & H. Kilias,282,12.X.1977,1977-10-12,1977-10-12,Buellia schaereri DNOT.,Buellia schaereri,N/A,N/A,N/A,Italien,Südtirol,N/A,N/A,"Dolomiten, Rosengarten-Gruppe Pur g ametsch-Tal (an der Autostraße zwischen Nigerpaß und Tiers), nahe der Abzweigung des Sträßchens ins Tscharmin-Tal bei Rungun, 1220 m.","Dolomiten, Rosengarten-Gruppe, Pur g ametsch-Tal",Lichter Lärchen-Bestand auf Almgelände. An der Stammbasis und an leicht geneigten Stämmen von Lärchen (Larix decidua) in Menge,bark,1220 m.,N/A,N/A,Typed,no type status
EMu Field Museum | Lichen Portal,https://fm-digital-assets.fieldmuseum.org/2117/162/C0095075F.jpg,,,0162_C0095075F.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
EMu Field Museum | Lichen Portal,https://fm-digital-assets.fieldmuseum.org/2115/976/C0055249F.jpg,,,0163_C0055249F.jpg,H. Mietzsch,H. Mietzsch,N/A,6246,27.8.1988,1988-08-27,1988-08-27,Baeomyces fungoides Sw.,Baeomyces fungoides,N/A,N/A,N/A,Schweiz,Graubünden,Unterengadin,Zernez,"1218 Zernez, Marangun, Sursaas, TK 25","Marangun, Sursaas",Auf Erde.,soil,2150-2300 m alt.,N/A,c,Typed,no type status
EMu Field Museum | Lichen Portal,https://fm-digital-assets.fieldmuseum.org/2116/988/C0089982F.jpg,,,0164_C0089982F.jpg,H. Mietszsch,H. Mietszsch,N/A,6983,26.8.1989,1989-08-26,N/A,Xanthoparmelia somloensis (Gyelnik) Hale,Xanthoparmelia somloensis (Gyelnik) Hale,N/A,N/A,N/A,Schweiz,Graubünden,N/A,N/A,"Albulatal TK 25: 1236 Savognin, Straße von Latsch nach Stugl","Albulatal TK 25: 1236 Savognin, road from Latsch to Stugl",Loose on stone,rock,1600 m alt.,N/A,N/A,Typed,no type status
EMu Field Museum | Lichen Portal,https://fm-digital-assets.fieldmuseum.org/2117/053/C0090059F.jpg,,,0165_C0090059F.jpg,leg. Aino Henssen,Aino Henssen,N/A,21 931 a,29.8.1971,1971-08-29,1971-08-29,Xanthoria elegans (Link) Th. Fr.,Xanthoria elegans (Link) Th. Fr.,N/A,N/A,N/A,Schweiz,Graubünden,N/A,N/A,"Albula pass, 2000 m ü.M. auf Dolomit",Albula pass on Dolomite,N/A,rock,2000 m ü.M.,N/A,N/A,Typed,no type status
EMu Field Museum | Lichen Portal,https://fm-digital-assets.fieldmuseum.org/2117/224/C0095147F.jpg,,,0166_C0095147F.jpg,Leg. William L. Culberson,William L. Culberson,N/A,N/A,9.VIII.1996,1996-08-09,N/A,Xanthoria polycarpa (Ehrh.) Riebcr,"Polycauliona polycarpa (Hoffmann) Frödén, Arup & Søchting",R. J. Salm,7 July 2019,N/A,U.S.A.,Washington,Spokane County,N/A,"In urbe Spokane, loco Riverside State Park. Ad ramunculos fruticis in Pineto (Pinus ponderosa).",Riverside State Park,Ad ramunculos fruticis in Pineto (Pinus ponderosa),N/A,N/A,N/A,22403,Typed,no type status
EMu Field Museum | Lichen Portal,https://fm-digital-assets.fieldmuseum.org/2541/654/C0052862F.jpg,,,0167_C0052862F.jpg,G. Follmann (collectors maybe prefixed by leg.),G. Follmann,N/A,N/A,N/A,N/A,N/A,Abrothallus parmeliarum (Sommerf.) Arn. (anam. Vouauxiomyces cartesoni (Hawksw.) Patellariaceae,Vouauxiomyces cartesoni (Hawksw.),G. Follmann,N/A,N/A,Deutschland,Rheinland-Pfalz,N/A,N/A,"Deutschland, Rheinland-Pfalz: zerstreut in der Oberinde der Lagerlappen von Hypogymnia physodes (L.) NYL., 450 m, NW – SW, pH 6,0; Heckengürtel am Südfuß des Schwarzenheimer Kopfes zwischen Gerolstein und Prüm in der Hocheifel",Heckengürtel am Südfuß des Schwarzenheimer Kopfes zwischen Gerolstein und Prüm in der Hocheifel,N/A,"bark (from ""Oberinde der Lagerlappen"")",450 m,N/A,N/A,Typed,no type status
EMu Field Museum | Lichen Portal,https://fm-digital-assets.fieldmuseum.org/2541/662/C0052873F.jpg,,,0168_C0052873F.jpg,H.T. Lumbsch & E. Mietzsch,H.T. Lumbsch,E. Mietzsch,5135 b,24.5.1987,1987-05-24,N/A,Buellia punctata (Hoffm.) Massal.,Amandinea punctata (Hoffm.) Coppins & Scheid.,R.J. Salm,3 July 2019,N/A,BRD,Rheinland-Pfalz,Landkreis Mainz/Bingen,6013 Bingen,"TK 25: 6013 Bingen, Ockenheimer Hörnchen. An Populus.",Ockenheimer Hörnchen,N/A,N/A,N/A,N/A,N/A,Typed,no type status
EMu Field Museum | Lichen Portal,https://fm-digital-assets.fieldmuseum.org/2541/724/C0053240F.jpg,,,0169_C0053240F.jpg,N/A,N/A,N/A,MTB5608,N/A,N/A,N/A,Aspicilia caesiocinerea Nyl. ex Malbr.,"Circinaria caesiocinerea (Nyl. ex Malbr.) A. Nordin, Savic & Tibell",R. J. Salm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,N/A,8000,Mix of Handwritten and Typed,no type status
EMu Field Museum | Lichen Portal,https://fm-digital-assets.fieldmuseum.org/2541/704/C0053210F.jpg,,,0170_C0053210F.jpg,H.T. Lumbsch & E. Mietzsch,H.T. Lumbsch,E. Mietzsch,Nr. 5127 a,24.5.1987,1987-05-24,N/A,Aspicilia contorta,"Circinaria contorta (Hoffm.) A. Nordin, Savic & Tibell",R.J. Salm,3 July 2019,N/A,BRD,Rheinland-Pfalz,Landkreis Mainz-Bingen,Ingelheim am Rhein,"TK 25: 6014 Ingelheim am Rhein, Weg von Gau-Algesheim zum Ockenheimer Hörnchen. An Mörtel.","TK 25: 6014 Ingelheim am Rhein, Gau-Algesheim to Ockenheimer Hörnchen. On mortar.",N/A,mortar,N/A,N/A,N/A,Typed,no type status
EMu Field Museum | Lichen Portal,https://fm-digital-assets.fieldmuseum.org/2117/105/C0090185F.jpg,,,0171_C0090185F.jpg,"H.T. Lumbsch, E. Mietzsch & C.",H.t. Lumbsch,"E. Mietzsch, C.",7103 f,19.11.1989,1989-11-19,1989-11-19,Xanthoparmelia conspersa (Ach.) Hale,Xanthoparmelia conspersa (Ach.) Hale,N/A,N/A,N/A,Deutschland,Hessen,Stadt Wiesbaden,Dotzheim,"TK 25: 5925 Wiesbaden, Dotzheim, Felsiger Weilburger Bach.","Dotzheim, Weilburger Bach",An Silikatgestein,rock,N/A,N/A,N/A,Typed,no type status
EMu Field Museum | Lichen Portal,https://fm-digital-assets.fieldmuseum.org/2541/809/C0090105F.jpg,,,0172_C0090105F.jpg,leg. H.T. Lumbsch,H.T. Lumbsch,N/A,12159,26.08.2001,2001-08-26,N/A,Arctoparmelia centrifuga,Arctoparmelia centrifuga,N/A,N/A,N/A,Norwegen,Sogn og Fjordane,N/A,N/A,"Jotunheimen, alpine Matten an der Straße 55 zwischen Turtegrö und Hervassbu, 1400 m alt. Auf Silikatgestein.","Jotunheimen, along road 55 between Turtegrö and Hervassbu",alpine Matten,Silikatgestein,1400 m alt.,N/A,N/A,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/444/531/C0020034F.jpg,,,0173_C0020034F.jpg,R. M. Schuster,R. M. Schuster,N/A,68-1644,Aug. 17 68,1968-08-17,N/A,Anastrophylum minutum + gemm.,Anastrophylum minutum,R. M. Schuster,N/A,Diplophyllum taxifolium + gemmae,Newfoundland,Newfoundland,N/A,N/A,"Along Humber R., in Squires Memorial Park, near Rte 1A.","Along Humber River, in Squires Memorial Park, near Route 1A.",N/A,N/A,N/A,N/A,68-1644a,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/444/535/C0020052F.jpg,,,0174_C0020052F.jpg,R. M. Schuster & K. Damsholt,R. M. Schuster,K. Damsholt,82-1049,July 3.,1982-07-03,N/A,Anastrophylum minutum (SCHREB.) SCHUST. v.grandis (GOTT.) SCHUST.,Anastrophylum minutum v.grandis,R. M. Schuster,1982,Cephalozia bicuspidata (L.) DUM.,Greenland,South Greenland,N/A,Frederiksdal,"Frederiksdal 60°00'N lat., 44°40'W. long.",Frederiksdal,N/A,N/A,N/A,"60°00'N lat., 44°40'W. long.",S1,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/445/656/C0025138F.jpg,,,0175_C0025138F.jpg,R.M. Schuster,R.M. Schuster,N/A,9067,June 30 19 51,1951-06-30,N/A,"Frullania asagrayana Mont., male, on per. Plagiochila tridenticulata Dum. (traces)",N/A,N/A,N/A,Plagiochila tridenticulata Dum. (traces),United States of America,North Carolina,N/A,N/A,"Balsam Gap, N.C., ca. 25 mi. n. of Asheville, along Blue Ridge Parkway, 5220-5260 feet on Abies fraseri","Balsam Gap, approximately 25 miles north of Asheville, along Blue Ridge Parkway",[precise locality unknown],bark,5220-5260 feet,N/A,N/A,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/409/473/C0025164F.jpg,,,0176_C0025164F.jpg,R. M. Schuster,R. M. Schuster,N/A,79-488,April 14 19 79,1979-04-14,1979-04-14,Frullania asagrayana,Frullania asagrayana,N/A,N/A,N/A,United States of America,Arkansas,Stone County,N/A,"Ozark Natl. Forest. Barkshed Camp, ca. 10 mi E. of Big Flat.","Ozark National Forest. Barkshed Camp, approximately 10 miles East of Big Flat.",N/A,N/A,N/A,N/A,N/A,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/276/684/C0000578F.jpg,,,0177_C0000578F.jpg,"John J. Engel, Matt von Konrat & John E. Braggins",John J. Engel,"Matt von Konrat, John E. Braggins",23773,12 February 2003,2003-02-12,2003-02-12,Telaranea lindenbergii var. papillata Engel & Merr.,Telaranea lindenbergii var. papillata,Engel & Merr.,N/A,N/A,New Zealand,Auckland,N/A,N/A,"Whareorino Forest, start of track to Leitch's Hut","Whareorino Forest, start of track to Leitch's Hut","On clayey bank. Clay banks with Blechnum novae-zelandiae overhang, Weinmannia and Dicksonia squarrosa dominant canopy and occasional Leptospermum scoparium",soil,280 m,"38° 24.5' S, 174° 49.8' E",1173554,Typed,holotype
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2535/382/C2079898F.jpg,,,0178_C2079898F.jpg,"Marko Lewis, no. 768-684",Marko Lewis,N/A,768-684,21-22 November 1978,1978-11-21,1978-11-22,Kindbergia praelonga (Hedw.) Ochyra,Kindbergia praelonga (Hedw.) Ochyra,V.C. Steere,N/A,N/A,Ecuador,Imbabura,N/A,N/A,"E. side of Cerro Cotacachi, N of Otavalo; 0°22'N, 78°20'W","East side of Cerro Cotacachi, North of Otavalo",Wet bank of runoff ravine,N/A,3750 m.,"0°22'N, 78°20'W",N/A,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2537/873/C2077559F.jpg,,,0179_C2077559F.jpg,Marko Lewis,Marko Lewis,N/A,70-3163,8 December 1978,1978-12-08,1978-12-08,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata (Hedw.) P. Beauv.,Efraín De Luna,1992,N/A,Ecuador,Azuay,N/A,N/A,"Area Nacional de Recreación ""Cajas"", forested hills S. of ""Surocucho"" (Laguna Llaviuco), SW of Sayausí","Area Nacional de Recreación ""Cajas"", forested hills south of ""Surocucho"", southwest of Sayausí",Stone wall.,N/A,3240 m.,N/A,1065433,Typed,no type status
